country,variant,freq,year,birthper1000population
368,estimates,5yearly,1950,53.321
368,estimates,5yearly,1955,42.805
368,estimates,5yearly,1960,43.652
368,estimates,5yearly,1965,46.736
368,estimates,5yearly,1970,43.711
368,estimates,5yearly,1975,41.205
368,estimates,5yearly,1980,38.988
368,estimates,5yearly,1985,38.292
368,estimates,5yearly,1990,37.165
368,estimates,5yearly,1995,36.571
368,estimates,5yearly,2000,34.897
368,estimates,5yearly,2005,34.927
368,estimates,5yearly,2010,34.546
368,constant_fertility,5yearly,2015,34.171
368,constant_mortality,5yearly,2015,32.498
368,high_variant,5yearly,2015,34.227
368,instant_replacement,5yearly,2015,17.166
368,low_variant,5yearly,2015,30.72
368,medium_variant,5yearly,2015,32.482
368,momentum,5yearly,2015,17.296
368,no_change,5yearly,2015,34.188
368,zero_migration,5yearly,2015,32.474
368,constant_fertility,5yearly,2020,33.592
368,constant_mortality,5yearly,2020,30.667
368,high_variant,5yearly,2020,33.15
368,instant_replacement,5yearly,2020,18.289
368,low_variant,5yearly,2020,27.995
368,medium_variant,5yearly,2020,30.613
368,momentum,5yearly,2020,18.536
368,no_change,5yearly,2020,33.653
368,zero_migration,5yearly,2020,30.586
368,constant_fertility,5yearly,2025,33.031
368,constant_mortality,5yearly,2025,29.205
368,high_variant,5yearly,2025,31.99
368,instant_replacement,5yearly,2025,19.372
368,low_variant,5yearly,2025,26.025
368,medium_variant,5yearly,2025,29.096
368,momentum,5yearly,2025,19.748
368,no_change,5yearly,2025,33.158
368,zero_migration,5yearly,2025,29.078
368,constant_fertility,5yearly,2030,32.608
368,constant_mortality,5yearly,2030,27.991
368,high_variant,5yearly,2030,30.491
368,instant_replacement,5yearly,2030,19.697
368,low_variant,5yearly,2030,24.938
368,medium_variant,5yearly,2030,27.822
368,momentum,5yearly,2030,20.191
368,no_change,5yearly,2030,32.812
368,zero_migration,5yearly,2030,27.833
368,constant_fertility,5yearly,2035,32.377
368,constant_mortality,5yearly,2035,26.88
368,high_variant,5yearly,2035,29.452
368,instant_replacement,5yearly,2035,18.385
368,low_variant,5yearly,2035,23.672
368,medium_variant,5yearly,2035,26.66
368,momentum,5yearly,2035,18.956
368,no_change,5yearly,2035,32.655
368,zero_migration,5yearly,2035,26.678
368,constant_fertility,5yearly,2040,32.272
368,constant_mortality,5yearly,2040,25.751
368,high_variant,5yearly,2040,28.637
368,instant_replacement,5yearly,2040,16.459
368,low_variant,5yearly,2040,22.194
368,medium_variant,5yearly,2040,25.493
368,momentum,5yearly,2040,17.079
368,no_change,5yearly,2040,32.611
368,zero_migration,5yearly,2040,25.497
368,constant_fertility,5yearly,2045,32.188
368,constant_mortality,5yearly,2045,24.587
368,high_variant,5yearly,2045,27.794
368,instant_replacement,5yearly,2045,14.964
368,low_variant,5yearly,2045,20.658
368,medium_variant,5yearly,2045,24.296
368,momentum,5yearly,2045,15.642
368,no_change,5yearly,2045,32.583
368,zero_migration,5yearly,2045,24.283
368,constant_fertility,5yearly,2050,32.079
368,constant_mortality,5yearly,2050,23.469
368,high_variant,5yearly,2050,26.854
368,instant_replacement,5yearly,2050,14.186
368,low_variant,5yearly,2050,19.269
368,medium_variant,5yearly,2050,23.141
368,momentum,5yearly,2050,14.949
368,no_change,5yearly,2050,32.533
368,zero_migration,5yearly,2050,23.121
368,constant_fertility,5yearly,2055,31.961
368,constant_mortality,5yearly,2055,22.404
368,high_variant,5yearly,2055,25.822
368,instant_replacement,5yearly,2055,14.166
368,low_variant,5yearly,2055,18.056
368,medium_variant,5yearly,2055,22.032
368,momentum,5yearly,2055,15.053
368,no_change,5yearly,2055,32.48
368,zero_migration,5yearly,2055,22.016
368,constant_fertility,5yearly,2060,31.869
368,constant_mortality,5yearly,2060,21.506
368,high_variant,5yearly,2060,24.909
368,instant_replacement,5yearly,2060,14.182
368,low_variant,5yearly,2060,17.062
368,medium_variant,5yearly,2060,21.083
368,momentum,5yearly,2060,15.204
368,no_change,5yearly,2060,32.457
368,zero_migration,5yearly,2060,21.073
368,constant_fertility,5yearly,2065,31.809
368,constant_mortality,5yearly,2065,20.607
368,high_variant,5yearly,2065,24.024
368,instant_replacement,5yearly,2065,13.825
368,low_variant,5yearly,2065,16.058
368,medium_variant,5yearly,2065,20.131
368,momentum,5yearly,2065,14.966
368,no_change,5yearly,2065,32.467
368,zero_migration,5yearly,2065,20.123
368,constant_fertility,5yearly,2070,31.763
368,constant_mortality,5yearly,2070,19.761
368,high_variant,5yearly,2070,23.22
368,instant_replacement,5yearly,2070,13.292
368,low_variant,5yearly,2070,15.081
368,medium_variant,5yearly,2070,19.23
368,momentum,5yearly,2070,14.542
368,no_change,5yearly,2070,32.488
368,zero_migration,5yearly,2070,19.22
368,constant_fertility,5yearly,2075,31.707
368,constant_mortality,5yearly,2075,18.916
368,high_variant,5yearly,2075,22.404
368,instant_replacement,5yearly,2075,12.88
368,low_variant,5yearly,2075,14.107
368,medium_variant,5yearly,2075,18.327
368,momentum,5yearly,2075,14.253
368,no_change,5yearly,2075,32.498
368,zero_migration,5yearly,2075,18.315
368,constant_fertility,5yearly,2080,31.634
368,constant_mortality,5yearly,2080,18.119
368,high_variant,5yearly,2080,21.588
368,instant_replacement,5yearly,2080,12.72
368,low_variant,5yearly,2080,13.206
368,medium_variant,5yearly,2080,17.466
368,momentum,5yearly,2080,14.238
368,no_change,5yearly,2080,32.492
368,zero_migration,5yearly,2080,17.454
368,constant_fertility,5yearly,2085,31.55
368,constant_mortality,5yearly,2085,17.363
368,high_variant,5yearly,2085,20.771
368,instant_replacement,5yearly,2085,12.734
368,low_variant,5yearly,2085,12.376
368,medium_variant,5yearly,2085,16.639
368,momentum,5yearly,2085,14.407
368,no_change,5yearly,2085,32.481
368,zero_migration,5yearly,2085,16.629
368,constant_fertility,5yearly,2090,31.468
368,constant_mortality,5yearly,2090,16.651
368,high_variant,5yearly,2090,19.98
368,instant_replacement,5yearly,2090,12.762
368,low_variant,5yearly,2090,11.603
368,medium_variant,5yearly,2090,15.851
368,momentum,5yearly,2090,14.572
368,no_change,5yearly,2090,32.474
368,zero_migration,5yearly,2090,15.843
368,constant_fertility,5yearly,2095,31.391
368,constant_mortality,5yearly,2095,16.015
368,high_variant,5yearly,2095,19.264
368,instant_replacement,5yearly,2095,12.692
368,low_variant,5yearly,2095,10.905
368,medium_variant,5yearly,2095,15.133
368,momentum,5yearly,2095,14.598
368,no_change,5yearly,2095,32.476
368,zero_migration,5yearly,2095,15.128
368,constant_fertility,5yearly,Regi,Iraq
368,constant_mortality,5yearly,Regi,Iraq
368,estimates,5yearly,Regi,Iraq
368,high_variant,5yearly,Regi,Iraq
368,instant_replacement,5yearly,Regi,Iraq
368,low_variant,5yearly,Regi,Iraq
368,medium_variant,5yearly,Regi,Iraq
368,momentum,5yearly,Regi,Iraq
368,no_change,5yearly,Regi,Iraq
368,zero_migration,5yearly,Regi,Iraq
