country,variant,freq,year,birthper1000population
360,estimates,5yearly,1950,42.733
360,estimates,5yearly,1955,44.85
360,estimates,5yearly,1960,43.596
360,estimates,5yearly,1965,41.496
360,estimates,5yearly,1970,38.25
360,estimates,5yearly,1975,34.928
360,estimates,5yearly,1980,31.734
360,estimates,5yearly,1985,27.458
360,estimates,5yearly,1990,24.432
360,estimates,5yearly,1995,21.818
360,estimates,5yearly,2000,21.989
360,estimates,5yearly,2005,21.312
360,estimates,5yearly,2010,20.234
360,constant_fertility,5yearly,2015,19.399
360,constant_mortality,5yearly,2015,18.418
360,high_variant,5yearly,2015,20.297
360,instant_replacement,5yearly,2015,17.055
360,low_variant,5yearly,2015,16.506
360,medium_variant,5yearly,2015,18.411
360,momentum,5yearly,2015,17.194
360,no_change,5yearly,2015,19.407
360,zero_migration,5yearly,2015,18.434
360,constant_fertility,5yearly,2020,18.656
360,constant_mortality,5yearly,2020,16.999
360,high_variant,5yearly,2020,19.714
360,instant_replacement,5yearly,2020,16.496
360,low_variant,5yearly,2020,14.134
360,medium_variant,5yearly,2020,16.971
360,momentum,5yearly,2020,16.761
360,no_change,5yearly,2020,18.687
360,zero_migration,5yearly,2020,17.025
360,constant_fertility,5yearly,2025,18.075
360,constant_mortality,5yearly,2025,15.958
360,high_variant,5yearly,2025,19.034
360,instant_replacement,5yearly,2025,16.077
360,low_variant,5yearly,2025,12.547
360,medium_variant,5yearly,2025,15.896
360,momentum,5yearly,2025,16.439
360,no_change,5yearly,2025,18.146
360,zero_migration,5yearly,2025,15.958
360,constant_fertility,5yearly,2030,17.651
360,constant_mortality,5yearly,2030,15.223
360,high_variant,5yearly,2030,18.021
360,instant_replacement,5yearly,2030,15.701
360,low_variant,5yearly,2030,11.948
360,medium_variant,5yearly,2030,15.117
360,momentum,5yearly,2030,16.146
360,no_change,5yearly,2030,17.775
360,zero_migration,5yearly,2030,15.17
360,constant_fertility,5yearly,2035,17.348
360,constant_mortality,5yearly,2035,14.615
360,high_variant,5yearly,2035,17.401
360,instant_replacement,5yearly,2035,15.213
360,low_variant,5yearly,2035,11.286
360,medium_variant,5yearly,2035,14.459
360,momentum,5yearly,2035,15.744
360,no_change,5yearly,2035,17.531
360,zero_migration,5yearly,2035,14.502
360,constant_fertility,5yearly,2040,17.108
360,constant_mortality,5yearly,2040,14.029
360,high_variant,5yearly,2040,17.044
360,instant_replacement,5yearly,2040,14.655
360,low_variant,5yearly,2040,10.466
360,medium_variant,5yearly,2040,13.82
360,momentum,5yearly,2040,15.277
360,no_change,5yearly,2040,17.356
360,zero_migration,5yearly,2040,13.86
360,constant_fertility,5yearly,2045,16.91
360,constant_mortality,5yearly,2045,13.485
360,high_variant,5yearly,2045,16.823
360,instant_replacement,5yearly,2045,14.151
360,low_variant,5yearly,2045,9.584
360,medium_variant,5yearly,2045,13.215
360,momentum,5yearly,2045,14.89
360,no_change,5yearly,2045,17.233
360,zero_migration,5yearly,2045,13.262
360,constant_fertility,5yearly,2050,16.754
360,constant_mortality,5yearly,2050,13.006
360,high_variant,5yearly,2050,16.595
360,instant_replacement,5yearly,2050,13.805
360,low_variant,5yearly,2050,8.779
360,medium_variant,5yearly,2050,12.672
360,momentum,5yearly,2050,14.674
360,no_change,5yearly,2050,17.159
360,zero_migration,5yearly,2050,12.729
360,constant_fertility,5yearly,2055,16.637
360,constant_mortality,5yearly,2055,12.647
360,high_variant,5yearly,2055,16.298
360,instant_replacement,5yearly,2055,13.651
360,low_variant,5yearly,2055,8.2
360,medium_variant,5yearly,2055,12.243
360,momentum,5yearly,2055,14.649
360,no_change,5yearly,2055,17.127
360,zero_migration,5yearly,2055,12.304
360,constant_fertility,5yearly,2060,16.551
360,constant_mortality,5yearly,2060,12.396
360,high_variant,5yearly,2060,15.964
360,instant_replacement,5yearly,2060,13.573
360,low_variant,5yearly,2060,7.837
360,medium_variant,5yearly,2060,11.915
360,momentum,5yearly,2060,14.69
360,no_change,5yearly,2060,17.128
360,zero_migration,5yearly,2060,11.974
360,constant_fertility,5yearly,2065,16.477
360,constant_mortality,5yearly,2065,12.228
360,high_variant,5yearly,2065,15.695
360,instant_replacement,5yearly,2065,13.452
360,low_variant,5yearly,2065,7.596
360,medium_variant,5yearly,2065,11.666
360,momentum,5yearly,2065,14.682
360,no_change,5yearly,2065,17.139
360,zero_migration,5yearly,2065,11.721
360,constant_fertility,5yearly,2070,16.402
360,constant_mortality,5yearly,2070,12.062
360,high_variant,5yearly,2070,15.492
360,instant_replacement,5yearly,2070,13.274
360,low_variant,5yearly,2070,7.332
360,medium_variant,5yearly,2070,11.417
360,momentum,5yearly,2070,14.614
360,no_change,5yearly,2070,17.147
360,zero_migration,5yearly,2070,11.469
360,constant_fertility,5yearly,2075,16.32
360,constant_mortality,5yearly,2075,11.914
360,high_variant,5yearly,2075,15.357
360,instant_replacement,5yearly,2075,13.087
360,low_variant,5yearly,2075,7.044
360,medium_variant,5yearly,2075,11.182
360,momentum,5yearly,2075,14.538
360,no_change,5yearly,2075,17.149
360,zero_migration,5yearly,2075,11.236
360,constant_fertility,5yearly,2080,16.235
360,constant_mortality,5yearly,2080,11.791
360,high_variant,5yearly,2080,15.224
360,instant_replacement,5yearly,2080,12.94
360,low_variant,5yearly,2080,6.769
360,medium_variant,5yearly,2080,10.966
360,momentum,5yearly,2080,14.509
360,no_change,5yearly,2080,17.149
360,zero_migration,5yearly,2080,11.024
360,constant_fertility,5yearly,2085,16.147
360,constant_mortality,5yearly,2085,11.703
360,high_variant,5yearly,2085,15.054
360,instant_replacement,5yearly,2085,12.851
360,low_variant,5yearly,2085,6.553
360,medium_variant,5yearly,2085,10.78
360,momentum,5yearly,2085,14.538
360,no_change,5yearly,2085,17.152
360,zero_migration,5yearly,2085,10.841
360,constant_fertility,5yearly,2090,16.06
360,constant_mortality,5yearly,2090,11.666
360,high_variant,5yearly,2090,14.87
360,instant_replacement,5yearly,2090,12.794
360,low_variant,5yearly,2090,6.425
360,medium_variant,5yearly,2090,10.64
360,momentum,5yearly,2090,14.59
360,no_change,5yearly,2090,17.157
360,zero_migration,5yearly,2090,10.699
360,constant_fertility,5yearly,2095,15.97
360,constant_mortality,5yearly,2095,11.665
360,high_variant,5yearly,2095,14.705
360,instant_replacement,5yearly,2095,12.722
360,low_variant,5yearly,2095,6.36
360,medium_variant,5yearly,2095,10.533
360,momentum,5yearly,2095,14.618
360,no_change,5yearly,2095,17.162
360,zero_migration,5yearly,2095,10.588
