country,variant,freq,year,birthper1000population
686,estimates,5yearly,1950,51.105
686,estimates,5yearly,1955,50.475
686,estimates,5yearly,1960,50.254
686,estimates,5yearly,1965,50.125
686,estimates,5yearly,1970,49.885
686,estimates,5yearly,1975,48.747
686,estimates,5yearly,1980,47.697
686,estimates,5yearly,1985,44.359
686,estimates,5yearly,1990,42.033
686,estimates,5yearly,1995,40.063
686,estimates,5yearly,2000,38.76
686,estimates,5yearly,2005,38.49
686,estimates,5yearly,2010,37.585
686,constant_fertility,5yearly,2015,37.077
686,constant_mortality,5yearly,2015,34.607
686,high_variant,5yearly,2015,36.276
686,instant_replacement,5yearly,2015,17.082
686,low_variant,5yearly,2015,32.865
686,medium_variant,5yearly,2015,34.578
686,momentum,5yearly,2015,17.452
686,no_change,5yearly,2015,37.111
686,zero_migration,5yearly,2015,34.602
686,constant_fertility,5yearly,2020,36.333
686,constant_mortality,5yearly,2020,32.125
686,high_variant,5yearly,2020,34.469
686,instant_replacement,5yearly,2020,18.093
686,low_variant,5yearly,2020,29.512
686,medium_variant,5yearly,2020,32.028
686,momentum,5yearly,2020,18.733
686,no_change,5yearly,2020,36.454
686,zero_migration,5yearly,2020,32.065
686,constant_fertility,5yearly,2025,35.716
686,constant_mortality,5yearly,2025,30.297
686,high_variant,5yearly,2025,32.886
686,instant_replacement,5yearly,2025,19.174
686,low_variant,5yearly,2025,27.169
686,medium_variant,5yearly,2025,30.109
686,momentum,5yearly,2025,20.012
686,no_change,5yearly,2025,35.963
686,zero_migration,5yearly,2025,30.109
686,constant_fertility,5yearly,2030,35.335
686,constant_mortality,5yearly,2030,28.96
686,high_variant,5yearly,2030,31.199
686,instant_replacement,5yearly,2030,19.835
686,low_variant,5yearly,2030,25.955
686,medium_variant,5yearly,2030,28.68
686,momentum,5yearly,2030,20.811
686,no_change,5yearly,2030,35.712
686,zero_migration,5yearly,2030,28.612
686,constant_fertility,5yearly,2035,35.129
686,constant_mortality,5yearly,2035,27.767
686,high_variant,5yearly,2035,29.932
686,instant_replacement,5yearly,2035,19.244
686,low_variant,5yearly,2035,24.696
686,medium_variant,5yearly,2035,27.419
686,momentum,5yearly,2035,20.296
686,no_change,5yearly,2035,35.604
686,zero_migration,5yearly,2035,27.291
686,constant_fertility,5yearly,2040,34.979
686,constant_mortality,5yearly,2040,26.478
686,high_variant,5yearly,2040,28.818
686,instant_replacement,5yearly,2040,17.519
686,low_variant,5yearly,2040,23.178
686,medium_variant,5yearly,2040,26.091
686,momentum,5yearly,2040,18.605
686,no_change,5yearly,2040,35.521
686,zero_migration,5yearly,2040,25.935
686,constant_fertility,5yearly,2045,34.803
686,constant_mortality,5yearly,2045,25.112
686,high_variant,5yearly,2045,27.724
686,instant_replacement,5yearly,2045,15.648
686,low_variant,5yearly,2045,21.514
686,medium_variant,5yearly,2045,24.7
686,momentum,5yearly,2045,16.802
686,no_change,5yearly,2045,35.403
686,zero_migration,5yearly,2045,24.551
686,constant_fertility,5yearly,2050,34.61
686,constant_mortality,5yearly,2050,23.748
686,high_variant,5yearly,2050,26.575
686,instant_replacement,5yearly,2050,14.345
686,low_variant,5yearly,2050,19.883
686,medium_variant,5yearly,2050,23.31
686,momentum,5yearly,2050,15.625
686,no_change,5yearly,2050,35.271
686,zero_migration,5yearly,2050,23.181
686,constant_fertility,5yearly,2055,34.443
686,constant_mortality,5yearly,2055,22.529
686,high_variant,5yearly,2055,25.442
686,instant_replacement,5yearly,2055,13.812
686,low_variant,5yearly,2055,18.477
686,medium_variant,5yearly,2055,22.052
686,momentum,5yearly,2055,15.263
686,no_change,5yearly,2055,35.176
686,zero_migration,5yearly,2055,21.939
686,constant_fertility,5yearly,2060,34.326
686,constant_mortality,5yearly,2060,21.511
686,high_variant,5yearly,2060,24.407
686,instant_replacement,5yearly,2060,13.859
686,low_variant,5yearly,2060,17.341
686,medium_variant,5yearly,2060,20.979
686,momentum,5yearly,2060,15.499
686,no_change,5yearly,2060,35.137
686,zero_migration,5yearly,2060,20.872
686,constant_fertility,5yearly,2065,34.243
686,constant_mortality,5yearly,2065,20.627
686,high_variant,5yearly,2065,23.482
686,instant_replacement,5yearly,2065,13.926
686,low_variant,5yearly,2065,16.362
686,medium_variant,5yearly,2065,20.031
686,momentum,5yearly,2065,15.742
686,no_change,5yearly,2065,35.132
686,zero_migration,5yearly,2065,19.925
686,constant_fertility,5yearly,2070,34.169
686,constant_mortality,5yearly,2070,19.771
686,high_variant,5yearly,2070,22.615
686,instant_replacement,5yearly,2070,13.658
686,low_variant,5yearly,2070,15.395
686,medium_variant,5yearly,2070,19.109
686,momentum,5yearly,2070,15.626
686,no_change,5yearly,2070,35.128
686,zero_migration,5yearly,2070,19.008
686,constant_fertility,5yearly,2075,34.086
686,constant_mortality,5yearly,2075,18.939
686,high_variant,5yearly,2075,21.804
686,instant_replacement,5yearly,2075,13.149
686,low_variant,5yearly,2075,14.429
686,medium_variant,5yearly,2075,18.21
686,momentum,5yearly,2075,15.268
686,no_change,5yearly,2075,35.109
686,zero_migration,5yearly,2075,18.121
686,constant_fertility,5yearly,2080,33.991
686,constant_mortality,5yearly,2080,18.138
686,high_variant,5yearly,2080,21.018
686,instant_replacement,5yearly,2080,12.695
686,low_variant,5yearly,2080,13.487
686,medium_variant,5yearly,2080,17.337
686,momentum,5yearly,2080,14.981
686,no_change,5yearly,2080,35.081
686,zero_migration,5yearly,2080,17.265
686,constant_fertility,5yearly,2085,33.895
686,constant_mortality,5yearly,2085,17.347
686,high_variant,5yearly,2085,20.206
686,instant_replacement,5yearly,2085,12.491
686,low_variant,5yearly,2085,12.569
686,medium_variant,5yearly,2085,16.468
686,momentum,5yearly,2085,14.961
686,no_change,5yearly,2085,35.057
