region,variant,freq,year,mortality15to50per1000aliveat15
1503,estimates,5yearly,1950,100.679640674435
1503,estimates,5yearly,1955,85.5691935788591
1503,estimates,5yearly,1960,78.8183457185856
1503,estimates,5yearly,1965,75.9452076401581
1503,estimates,5yearly,1970,72.06869317024
1503,estimates,5yearly,1975,65.8442539718276
1503,estimates,5yearly,1980,59.4800664151198
1503,estimates,5yearly,1985,55.5979551686044
1503,estimates,5yearly,1990,54.4195400721804
1503,estimates,5yearly,1995,49.2623568353
1503,estimates,5yearly,2000,44.674944465291
1503,estimates,5yearly,2005,40.590617660988
1503,estimates,5yearly,2010,36.097739980973
1503,medium_variant,5yearly,2015,33.6237862411487
1503,medium_variant,5yearly,2020,31.3849843622502
1503,medium_variant,5yearly,2025,29.3444230182023
1503,medium_variant,5yearly,2030,27.2842082726078
1503,medium_variant,5yearly,2035,25.2280271123614
1503,medium_variant,5yearly,2040,23.2380020426288
1503,medium_variant,5yearly,2045,21.4705020560547
1503,medium_variant,5yearly,2050,19.9054630806101
1503,medium_variant,5yearly,2055,18.4544462338708
1503,medium_variant,5yearly,2060,17.1323465341311
1503,medium_variant,5yearly,2065,15.8378999214471
1503,medium_variant,5yearly,2070,14.6174242358206
1503,medium_variant,5yearly,2075,13.4379233859402
1503,medium_variant,5yearly,2080,12.3772461784104
1503,medium_variant,5yearly,2085,11.3570895801497
1503,medium_variant,5yearly,2090,10.3646969636677
1503,medium_variant,5yearly,2095,9.41615648971061
1503,estimates,5yearly,Regi,High-income countries
1503,medium_variant,5yearly,Regi,High-income countries
