region,variant,freq,year,mortality15to50per1000aliveat15
1502,estimates,5yearly,1950,245.143125493142
1502,estimates,5yearly,1955,223.299136823226
1502,estimates,5yearly,1960,211.687096174116
1502,estimates,5yearly,1965,148.089207157195
1502,estimates,5yearly,1970,108.601435284329
1502,estimates,5yearly,1975,96.3852213527248
1502,estimates,5yearly,1980,94.3142641345425
1502,estimates,5yearly,1985,81.3225687454127
1502,estimates,5yearly,1990,78.4405153905355
1502,estimates,5yearly,1995,77.5391242745381
1502,estimates,5yearly,2000,75.0052188458961
1502,estimates,5yearly,2005,69.2406808141301
1502,estimates,5yearly,2010,57.8549926119498
1502,medium_variant,5yearly,2015,53.1445408830318
1502,medium_variant,5yearly,2020,50.1659994053119
1502,medium_variant,5yearly,2025,46.5520224947267
1502,medium_variant,5yearly,2030,42.6581294113035
1502,medium_variant,5yearly,2035,39.277782119961
1502,medium_variant,5yearly,2040,36.4503002216805
1502,medium_variant,5yearly,2045,33.5825187611274
1502,medium_variant,5yearly,2050,30.8755856150031
1502,medium_variant,5yearly,2055,28.4232301728854
1502,medium_variant,5yearly,2060,26.1929498239687
1502,medium_variant,5yearly,2065,24.1321289719617
1502,medium_variant,5yearly,2070,22.263971399991
1502,medium_variant,5yearly,2075,20.4808424265709
1502,medium_variant,5yearly,2080,18.8780702557958
1502,medium_variant,5yearly,2085,17.3487412624436
1502,medium_variant,5yearly,2090,15.8961877345589
1502,medium_variant,5yearly,2095,14.510799959612
1502,estimates,5yearly,Regi,Upper-middle-income countries
1502,medium_variant,5yearly,Regi,Upper-middle-income countries
