region,variant,gender,freq,year,lifeexpectancyat80
1500,estimates,female,5yearly,1950,4.22503156114053
1500,estimates,male,5yearly,1950,3.91670230306906
1500,estimates,female,5yearly,1955,4.44754605444383
1500,estimates,male,5yearly,1955,4.03238640814276
1500,estimates,female,5yearly,1960,4.63299220202521
1500,estimates,male,5yearly,1960,4.20049189114614
1500,estimates,female,5yearly,1965,4.82894345597054
1500,estimates,male,5yearly,1965,4.3740641296644
1500,estimates,female,5yearly,1970,4.99151702720883
1500,estimates,male,5yearly,1970,4.51991189857041
1500,estimates,female,5yearly,1975,5.14464284877011
1500,estimates,male,5yearly,1975,4.65278103107164
1500,estimates,female,5yearly,1980,5.25462113342176
1500,estimates,male,5yearly,1980,4.74178169063034
1500,estimates,female,5yearly,1985,5.37895854107944
1500,estimates,male,5yearly,1985,4.85668468585633
1500,estimates,female,5yearly,1990,5.48858262393237
1500,estimates,male,5yearly,1990,4.92098614650272
1500,estimates,female,5yearly,1995,5.54157559545571
1500,estimates,male,5yearly,1995,5.04431673108501
1500,estimates,female,5yearly,2000,5.7011120089577
1500,estimates,male,5yearly,2000,5.21829037352297
1500,estimates,female,5yearly,2005,5.89234479044609
1500,estimates,male,5yearly,2005,5.42823741954497
1500,estimates,female,5yearly,2010,6.14144547284257
1500,estimates,male,5yearly,2010,5.60383353789603
1500,medium_variant,female,5yearly,2015,6.30272993516251
1500,medium_variant,male,5yearly,2015,5.67843841189381
1500,medium_variant,female,5yearly,2020,6.46913300663508
1500,medium_variant,male,5yearly,2020,5.78126987597032
1500,medium_variant,female,5yearly,2025,6.61782649929041
1500,medium_variant,male,5yearly,2025,5.895003092406
1500,medium_variant,female,5yearly,2030,6.77819095655954
1500,medium_variant,male,5yearly,2030,5.99195569650077
1500,medium_variant,female,5yearly,2035,6.93985621606834
1500,medium_variant,male,5yearly,2035,6.08886799749139
1500,medium_variant,female,5yearly,2040,7.15557027376241
1500,medium_variant,male,5yearly,2040,6.2108934997445
1500,medium_variant,female,5yearly,2045,7.39224334704161
1500,medium_variant,male,5yearly,2045,6.35236901735029
1500,medium_variant,female,5yearly,2050,7.62843414148828
1500,medium_variant,male,5yearly,2050,6.50494651231404
1500,medium_variant,female,5yearly,2055,7.87046278382987
1500,medium_variant,male,5yearly,2055,6.66692292262595
1500,medium_variant,female,5yearly,2060,8.09519433790923
1500,medium_variant,male,5yearly,2060,6.82772903743651
1500,medium_variant,female,5yearly,2065,8.32615870349949
1500,medium_variant,male,5yearly,2065,7.00539404016748
1500,medium_variant,female,5yearly,2070,8.57982134177242
1500,medium_variant,male,5yearly,2070,7.20160218233314
1500,medium_variant,female,5yearly,2075,8.81754274889546
1500,medium_variant,male,5yearly,2075,7.40787829277066
1500,medium_variant,female,5yearly,2080,9.04855176220933
1500,medium_variant,male,5yearly,2080,7.61092139667034
1500,medium_variant,female,5yearly,2085,9.26664785547452
1500,medium_variant,male,5yearly,2085,7.81445642575964
1500,medium_variant,female,5yearly,2090,9.47759502214018
1500,medium_variant,male,5yearly,2090,8.01647542557337
1500,medium_variant,female,5yearly,2095,9.6916416193862
1500,medium_variant,male,5yearly,2095,8.23343753892286
1500,estimates,female,5yearly,Regi,Low-income countries
1500,estimates,male,5yearly,Regi,Low-income countries
1500,medium_variant,female,5yearly,Regi,Low-income countries
1500,medium_variant,male,5yearly,Regi,Low-income countries
