country,variant,freq,year,netreporductionrate
320,estimates,5yearly,1950,2.206
320,estimates,5yearly,1955,2.268
320,estimates,5yearly,1960,2.312
320,estimates,5yearly,1965,2.392
320,estimates,5yearly,1970,2.467
320,estimates,5yearly,1975,2.523
320,estimates,5yearly,1980,2.496
320,estimates,5yearly,1985,2.349
320,estimates,5yearly,1990,2.316
320,estimates,5yearly,1995,2.161
320,estimates,5yearly,2000,1.97
320,estimates,5yearly,2005,1.665
320,estimates,5yearly,2010,1.481
320,constant_fertility,5yearly,2015,1.492
320,constant_mortality,5yearly,2015,1.345
320,high_variant,5yearly,2015,1.472
320,instant_replacement,5yearly,2015,1
320,low_variant,5yearly,2015,1.238
320,medium_variant,5yearly,2015,1.355
320,momentum,5yearly,2015,1
320,no_change,5yearly,2015,1.481
320,zero_migration,5yearly,2015,1.355
320,constant_fertility,5yearly,2020,1.502
320,constant_mortality,5yearly,2020,1.238
320,high_variant,5yearly,2020,1.443
320,instant_replacement,5yearly,2020,1
320,low_variant,5yearly,2020,1.067
320,medium_variant,5yearly,2020,1.255
320,momentum,5yearly,2020,1
320,no_change,5yearly,2020,1.481
320,zero_migration,5yearly,2020,1.255
320,constant_fertility,5yearly,2025,1.509
320,constant_mortality,5yearly,2025,1.155
320,high_variant,5yearly,2025,1.414
320,instant_replacement,5yearly,2025,1
320,low_variant,5yearly,2025,0.941
320,medium_variant,5yearly,2025,1.177
320,momentum,5yearly,2025,1
320,no_change,5yearly,2025,1.481
320,zero_migration,5yearly,2025,1.177
320,constant_fertility,5yearly,2030,1.515
320,constant_mortality,5yearly,2030,1.09
320,high_variant,5yearly,2030,1.352
320,instant_replacement,5yearly,2030,1
320,low_variant,5yearly,2030,0.877
320,medium_variant,5yearly,2030,1.115
320,momentum,5yearly,2030,1
320,no_change,5yearly,2030,1.481
320,zero_migration,5yearly,2030,1.115
320,constant_fertility,5yearly,2035,1.52
320,constant_mortality,5yearly,2035,1.037
320,high_variant,5yearly,2035,1.302
320,instant_replacement,5yearly,2035,1
320,low_variant,5yearly,2035,0.826
320,medium_variant,5yearly,2035,1.064
320,momentum,5yearly,2035,1
320,no_change,5yearly,2035,1.481
320,zero_migration,5yearly,2035,1.064
320,constant_fertility,5yearly,2040,1.524
320,constant_mortality,5yearly,2040,0.993
320,high_variant,5yearly,2040,1.261
320,instant_replacement,5yearly,2040,1
320,low_variant,5yearly,2040,0.783
320,medium_variant,5yearly,2040,1.022
320,momentum,5yearly,2040,1
320,no_change,5yearly,2040,1.481
320,zero_migration,5yearly,2040,1.022
320,constant_fertility,5yearly,2045,1.527
320,constant_mortality,5yearly,2045,0.956
320,high_variant,5yearly,2045,1.225
320,instant_replacement,5yearly,2045,1
320,low_variant,5yearly,2045,0.747
320,medium_variant,5yearly,2045,0.986
320,momentum,5yearly,2045,1
320,no_change,5yearly,2045,1.481
320,zero_migration,5yearly,2045,0.986
320,constant_fertility,5yearly,2050,1.53
320,constant_mortality,5yearly,2050,0.924
320,high_variant,5yearly,2050,1.195
320,instant_replacement,5yearly,2050,1
320,low_variant,5yearly,2050,0.715
320,medium_variant,5yearly,2050,0.955
320,momentum,5yearly,2050,1
320,no_change,5yearly,2050,1.481
320,zero_migration,5yearly,2050,0.955
320,constant_fertility,5yearly,2055,1.533
320,constant_mortality,5yearly,2055,0.899
320,high_variant,5yearly,2055,1.171
320,instant_replacement,5yearly,2055,1
320,low_variant,5yearly,2055,0.691
320,medium_variant,5yearly,2055,0.931
320,momentum,5yearly,2055,1
320,no_change,5yearly,2055,1.481
320,zero_migration,5yearly,2055,0.931
320,constant_fertility,5yearly,2060,1.535
320,constant_mortality,5yearly,2060,0.879
320,high_variant,5yearly,2060,1.152
320,instant_replacement,5yearly,2060,1
320,low_variant,5yearly,2060,0.671
320,medium_variant,5yearly,2060,0.911
320,momentum,5yearly,2060,1
320,no_change,5yearly,2060,1.481
320,zero_migration,5yearly,2060,0.911
320,constant_fertility,5yearly,2065,1.537
320,constant_mortality,5yearly,2065,0.864
320,high_variant,5yearly,2065,1.138
320,instant_replacement,5yearly,2065,1
320,low_variant,5yearly,2065,0.656
320,medium_variant,5yearly,2065,0.897
320,momentum,5yearly,2065,1
320,no_change,5yearly,2065,1.481
320,zero_migration,5yearly,2065,0.897
320,constant_fertility,5yearly,2070,1.539
320,constant_mortality,5yearly,2070,0.852
320,high_variant,5yearly,2070,1.127
320,instant_replacement,5yearly,2070,1
320,low_variant,5yearly,2070,0.645
320,medium_variant,5yearly,2070,0.886
320,momentum,5yearly,2070,1
320,no_change,5yearly,2070,1.481
320,zero_migration,5yearly,2070,0.886
320,constant_fertility,5yearly,2075,1.541
320,constant_mortality,5yearly,2075,0.844
320,high_variant,5yearly,2075,1.12
320,instant_replacement,5yearly,2075,1
320,low_variant,5yearly,2075,0.637
320,medium_variant,5yearly,2075,0.878
320,momentum,5yearly,2075,1
320,no_change,5yearly,2075,1.481
320,zero_migration,5yearly,2075,0.878
320,constant_fertility,5yearly,2080,1.542
320,constant_mortality,5yearly,2080,0.837
320,high_variant,5yearly,2080,1.114
320,instant_replacement,5yearly,2080,1
320,low_variant,5yearly,2080,0.631
320,medium_variant,5yearly,2080,0.873
320,momentum,5yearly,2080,1
320,no_change,5yearly,2080,1.481
320,zero_migration,5yearly,2080,0.873
320,constant_fertility,5yearly,2085,1.544
320,constant_mortality,5yearly,2085,0.834
320,high_variant,5yearly,2085,1.112
320,instant_replacement,5yearly,2085,1
320,low_variant,5yearly,2085,0.628
320,medium_variant,5yearly,2085,0.87
320,momentum,5yearly,2085,1
320,no_change,5yearly,2085,1.481
320,zero_migration,5yearly,2085,0.87
320,constant_fertility,5yearly,2090,1.545
320,constant_mortality,5yearly,2090,0.831
320,high_variant,5yearly,2090,1.11
320,instant_replacement,5yearly,2090,1
320,low_variant,5yearly,2090,0.626
320,medium_variant,5yearly,2090,0.868
320,momentum,5yearly,2090,1
320,no_change,5yearly,2090,1.481
320,zero_migration,5yearly,2090,0.868
320,constant_fertility,5yearly,2095,1.546
320,constant_mortality,5yearly,2095,0.829
320,high_variant,5yearly,2095,1.108
320,instant_replacement,5yearly,2095,1
320,low_variant,5yearly,2095,0.624
320,medium_variant,5yearly,2095,0.866
320,momentum,5yearly,2095,1
320,no_change,5yearly,2095,1.481
320,zero_migration,5yearly,2095,0.866
320,constant_fertility,5yearly,Regi,Guatemala
320,constant_mortality,5yearly,Regi,Guatemala
320,estimates,5yearly,Regi,Guatemala
320,high_variant,5yearly,Regi,Guatemala
320,instant_replacement,5yearly,Regi,Guatemala
320,low_variant,5yearly,Regi,Guatemala
320,medium_variant,5yearly,Regi,Guatemala
320,momentum,5yearly,Regi,Guatemala
320,no_change,5yearly,Regi,Guatemala
320,zero_migration,5yearly,Regi,Guatemala
