country,variant,freq,year,netreporductionrate
646,estimates,5yearly,1950,2.376
646,estimates,5yearly,1955,2.497
646,estimates,5yearly,1960,2.589
646,estimates,5yearly,1965,2.645
646,estimates,5yearly,1970,2.695
646,estimates,5yearly,1975,2.8
646,estimates,5yearly,1980,2.984
646,estimates,5yearly,1985,2.714
646,estimates,5yearly,1990,1.242
646,estimates,5yearly,1995,1.957
646,estimates,5yearly,2000,2.004
646,estimates,5yearly,2005,2.036
646,estimates,5yearly,2010,1.869
646,constant_fertility,5yearly,2015,1.909
646,constant_mortality,5yearly,2015,1.679
646,high_variant,5yearly,2015,1.834
646,instant_replacement,5yearly,2015,1
646,low_variant,5yearly,2015,1.606
646,medium_variant,5yearly,2015,1.72
646,momentum,5yearly,2015,1
646,no_change,5yearly,2015,1.863
646,zero_migration,5yearly,2015,1.72
646,constant_fertility,5yearly,2020,1.922
646,constant_mortality,5yearly,2020,1.523
646,high_variant,5yearly,2020,1.759
646,instant_replacement,5yearly,2020,1
646,low_variant,5yearly,2020,1.392
646,medium_variant,5yearly,2020,1.576
646,momentum,5yearly,2020,1
646,no_change,5yearly,2020,1.857
646,zero_migration,5yearly,2020,1.576
646,constant_fertility,5yearly,2025,1.939
646,constant_mortality,5yearly,2025,1.398
646,high_variant,5yearly,2025,1.689
646,instant_replacement,5yearly,2025,1
646,low_variant,5yearly,2025,1.227
646,medium_variant,5yearly,2025,1.458
646,momentum,5yearly,2025,1
646,no_change,5yearly,2025,1.857
646,zero_migration,5yearly,2025,1.458
646,constant_fertility,5yearly,2030,1.954
646,constant_mortality,5yearly,2030,1.294
646,high_variant,5yearly,2030,1.593
646,instant_replacement,5yearly,2030,1
646,low_variant,5yearly,2030,1.127
646,medium_variant,5yearly,2030,1.36
646,momentum,5yearly,2030,1
646,no_change,5yearly,2030,1.857
646,zero_migration,5yearly,2030,1.36
646,constant_fertility,5yearly,2035,1.967
646,constant_mortality,5yearly,2035,1.203
646,high_variant,5yearly,2035,1.507
646,instant_replacement,5yearly,2035,1
646,low_variant,5yearly,2035,1.038
646,medium_variant,5yearly,2035,1.272
646,momentum,5yearly,2035,1
646,no_change,5yearly,2035,1.857
646,zero_migration,5yearly,2035,1.272
646,constant_fertility,5yearly,2040,1.975
646,constant_mortality,5yearly,2040,1.123
646,high_variant,5yearly,2040,1.427
646,instant_replacement,5yearly,2040,1
646,low_variant,5yearly,2040,0.956
646,medium_variant,5yearly,2040,1.192
646,momentum,5yearly,2040,1
646,no_change,5yearly,2040,1.857
646,zero_migration,5yearly,2040,1.192
646,constant_fertility,5yearly,2045,1.981
646,constant_mortality,5yearly,2045,1.052
646,high_variant,5yearly,2045,1.356
646,instant_replacement,5yearly,2045,1
646,low_variant,5yearly,2045,0.884
646,medium_variant,5yearly,2045,1.12
646,momentum,5yearly,2045,1
646,no_change,5yearly,2045,1.857
646,zero_migration,5yearly,2045,1.12
646,constant_fertility,5yearly,2050,1.987
646,constant_mortality,5yearly,2050,0.99
646,high_variant,5yearly,2050,1.294
646,instant_replacement,5yearly,2050,1
646,low_variant,5yearly,2050,0.82
646,medium_variant,5yearly,2050,1.057
646,momentum,5yearly,2050,1
646,no_change,5yearly,2050,1.857
