country,variant,freq,year,netreporductionrate
818,estimates,5yearly,1950,1.836
818,estimates,5yearly,1955,2.09
818,estimates,5yearly,1960,2.201
818,estimates,5yearly,1965,2.237
818,estimates,5yearly,1970,2.136
818,estimates,5yearly,1975,2.176
818,estimates,5yearly,1980,2.211
818,estimates,5yearly,1985,2.196
818,estimates,5yearly,1990,1.807
818,estimates,5yearly,1995,1.548
818,estimates,5yearly,2000,1.447
818,estimates,5yearly,2005,1.384
818,estimates,5yearly,2010,1.582
818,constant_fertility,5yearly,2015,1.596
818,constant_mortality,5yearly,2015,1.48
818,high_variant,5yearly,2015,1.607
818,instant_replacement,5yearly,2015,1
818,low_variant,5yearly,2015,1.371
818,medium_variant,5yearly,2015,1.489
818,momentum,5yearly,2015,1
818,no_change,5yearly,2015,1.586
818,zero_migration,5yearly,2015,1.489
818,constant_fertility,5yearly,2020,1.601
818,constant_mortality,5yearly,2020,1.39
818,high_variant,5yearly,2020,1.593
818,instant_replacement,5yearly,2020,1
818,low_variant,5yearly,2020,1.214
818,medium_variant,5yearly,2020,1.403
818,momentum,5yearly,2020,1
818,no_change,5yearly,2020,1.586
818,zero_migration,5yearly,2020,1.403
818,constant_fertility,5yearly,2025,1.606
818,constant_mortality,5yearly,2025,1.316
818,high_variant,5yearly,2025,1.57
818,instant_replacement,5yearly,2025,1
818,low_variant,5yearly,2025,1.095
818,medium_variant,5yearly,2025,1.332
818,momentum,5yearly,2025,1
818,no_change,5yearly,2025,1.586
818,zero_migration,5yearly,2025,1.332
818,constant_fertility,5yearly,2030,1.609
818,constant_mortality,5yearly,2030,1.253
818,high_variant,5yearly,2030,1.509
818,instant_replacement,5yearly,2030,1
818,low_variant,5yearly,2030,1.033
818,medium_variant,5yearly,2030,1.271
818,momentum,5yearly,2030,1
818,no_change,5yearly,2030,1.586
818,zero_migration,5yearly,2030,1.271
818,constant_fertility,5yearly,2035,1.612
818,constant_mortality,5yearly,2035,1.2
818,high_variant,5yearly,2035,1.458
818,instant_replacement,5yearly,2035,1
818,low_variant,5yearly,2035,0.981
818,medium_variant,5yearly,2035,1.219
818,momentum,5yearly,2035,1
818,no_change,5yearly,2035,1.586
818,zero_migration,5yearly,2035,1.219
818,constant_fertility,5yearly,2040,1.615
818,constant_mortality,5yearly,2040,1.151
818,high_variant,5yearly,2040,1.411
818,instant_replacement,5yearly,2040,1
818,low_variant,5yearly,2040,0.933
818,medium_variant,5yearly,2040,1.172
818,momentum,5yearly,2040,1
818,no_change,5yearly,2040,1.586
818,zero_migration,5yearly,2040,1.172
818,constant_fertility,5yearly,2045,1.617
818,constant_mortality,5yearly,2045,1.108
818,high_variant,5yearly,2045,1.369
818,instant_replacement,5yearly,2045,1
818,low_variant,5yearly,2045,0.89
818,medium_variant,5yearly,2045,1.13
818,momentum,5yearly,2045,1
818,no_change,5yearly,2045,1.586
818,zero_migration,5yearly,2045,1.13
818,constant_fertility,5yearly,2050,1.618
818,constant_mortality,5yearly,2050,1.069
818,high_variant,5yearly,2050,1.33
818,instant_replacement,5yearly,2050,1
818,low_variant,5yearly,2050,0.851
818,medium_variant,5yearly,2050,1.09
818,momentum,5yearly,2050,1
818,no_change,5yearly,2050,1.586
818,zero_migration,5yearly,2050,1.09
818,constant_fertility,5yearly,2055,1.62
818,constant_mortality,5yearly,2055,1.031
818,high_variant,5yearly,2055,1.292
818,instant_replacement,5yearly,2055,1
818,low_variant,5yearly,2055,0.813
818,medium_variant,5yearly,2055,1.052
818,momentum,5yearly,2055,1
818,no_change,5yearly,2055,1.586
818,zero_migration,5yearly,2055,1.052
818,constant_fertility,5yearly,2060,1.621
818,constant_mortality,5yearly,2060,0.999
818,high_variant,5yearly,2060,1.26
818,instant_replacement,5yearly,2060,1
818,low_variant,5yearly,2060,0.781
818,medium_variant,5yearly,2060,1.021
818,momentum,5yearly,2060,1
818,no_change,5yearly,2060,1.586
818,zero_migration,5yearly,2060,1.021
818,constant_fertility,5yearly,2065,1.621
