country,variant,freq,year,netreporductionrate
694,estimates,5yearly,1950,1.402
694,estimates,5yearly,1955,1.443
694,estimates,5yearly,1960,1.535
694,estimates,5yearly,1965,1.636
694,estimates,5yearly,1970,1.822
694,estimates,5yearly,1975,1.983
694,estimates,5yearly,1980,2.06
694,estimates,5yearly,1985,1.985
694,estimates,5yearly,1990,1.846
694,estimates,5yearly,1995,1.826
694,estimates,5yearly,2000,1.954
694,estimates,5yearly,2005,1.936
694,estimates,5yearly,2010,1.818
694,constant_fertility,5yearly,2015,1.881
694,constant_mortality,5yearly,2015,1.626
694,high_variant,5yearly,2015,1.779
694,instant_replacement,5yearly,2015,1
694,low_variant,5yearly,2015,1.584
694,medium_variant,5yearly,2015,1.682
694,momentum,5yearly,2015,1
694,no_change,5yearly,2015,1.818
694,zero_migration,5yearly,2015,1.682
694,constant_fertility,5yearly,2020,1.941
694,constant_mortality,5yearly,2020,1.455
694,high_variant,5yearly,2020,1.714
694,instant_replacement,5yearly,2020,1
694,low_variant,5yearly,2020,1.392
694,medium_variant,5yearly,2020,1.553
694,momentum,5yearly,2020,1
694,no_change,5yearly,2020,1.818
694,zero_migration,5yearly,2020,1.553
694,constant_fertility,5yearly,2025,1.996
694,constant_mortality,5yearly,2025,1.311
694,high_variant,5yearly,2025,1.644
694,instant_replacement,5yearly,2025,1
694,low_variant,5yearly,2025,1.23
694,medium_variant,5yearly,2025,1.437
694,momentum,5yearly,2025,1
694,no_change,5yearly,2025,1.818
694,zero_migration,5yearly,2025,1.437
694,constant_fertility,5yearly,2030,2.044
694,constant_mortality,5yearly,2030,1.191
694,high_variant,5yearly,2030,1.548
694,instant_replacement,5yearly,2030,1
694,low_variant,5yearly,2030,1.124
694,medium_variant,5yearly,2030,1.336
694,momentum,5yearly,2030,1
694,no_change,5yearly,2030,1.818
694,zero_migration,5yearly,2030,1.336
694,constant_fertility,5yearly,2035,2.084
694,constant_mortality,5yearly,2035,1.097
694,high_variant,5yearly,2035,1.47
694,instant_replacement,5yearly,2035,1
694,low_variant,5yearly,2035,1.037
694,medium_variant,5yearly,2035,1.253
694,momentum,5yearly,2035,1
694,no_change,5yearly,2035,1.818
694,zero_migration,5yearly,2035,1.253
694,constant_fertility,5yearly,2040,2.118
694,constant_mortality,5yearly,2040,1.021
694,high_variant,5yearly,2040,1.404
694,instant_replacement,5yearly,2040,1
694,low_variant,5yearly,2040,0.965
694,medium_variant,5yearly,2040,1.185
694,momentum,5yearly,2040,1
694,no_change,5yearly,2040,1.818
694,zero_migration,5yearly,2040,1.185
694,constant_fertility,5yearly,2045,2.147
694,constant_mortality,5yearly,2045,0.959
694,high_variant,5yearly,2045,1.35
694,instant_replacement,5yearly,2045,1
694,low_variant,5yearly,2045,0.905
694,medium_variant,5yearly,2045,1.128
694,momentum,5yearly,2045,1
694,no_change,5yearly,2045,1.818
694,zero_migration,5yearly,2045,1.128
694,constant_fertility,5yearly,2050,2.171
694,constant_mortality,5yearly,2050,0.908
694,high_variant,5yearly,2050,1.305
694,instant_replacement,5yearly,2050,1
694,low_variant,5yearly,2050,0.855
694,medium_variant,5yearly,2050,1.08
694,momentum,5yearly,2050,1
694,no_change,5yearly,2050,1.818
694,zero_migration,5yearly,2050,1.08
694,constant_fertility,5yearly,2055,2.194
694,constant_mortality,5yearly,2055,0.863
694,high_variant,5yearly,2055,1.264
694,instant_replacement,5yearly,2055,1
694,low_variant,5yearly,2055,0.809
694,medium_variant,5yearly,2055,1.037
694,momentum,5yearly,2055,1
694,no_change,5yearly,2055,1.818
694,zero_migration,5yearly,2055,1.037
694,constant_fertility,5yearly,2060,2.213
694,constant_mortality,5yearly,2060,0.826
