country,variant,freq,year,netreporductionrate
51,estimates,5yearly,1950,1.947
51,estimates,5yearly,1955,2.154
51,estimates,5yearly,1960,1.976
51,estimates,5yearly,1965,1.546
51,estimates,5yearly,1970,1.377
51,estimates,5yearly,1975,1.188
51,estimates,5yearly,1980,1.15
51,estimates,5yearly,1985,1.188
51,estimates,5yearly,1990,1.082
51,estimates,5yearly,1995,0.778
51,estimates,5yearly,2000,0.734
51,estimates,5yearly,2005,0.778
51,estimates,5yearly,2010,0.757
51,constant_fertility,5yearly,2015,0.759
51,constant_mortality,5yearly,2015,0.737
51,high_variant,5yearly,2015,0.855
51,instant_replacement,5yearly,2015,1
51,low_variant,5yearly,2015,0.624
51,medium_variant,5yearly,2015,0.739
51,momentum,5yearly,2015,1
51,no_change,5yearly,2015,0.757
51,zero_migration,5yearly,2015,0.739
51,constant_fertility,5yearly,2020,0.76
51,constant_mortality,5yearly,2020,0.732
51,high_variant,5yearly,2020,0.921
51,instant_replacement,5yearly,2020,1
51,low_variant,5yearly,2020,0.549
51,medium_variant,5yearly,2020,0.735
51,momentum,5yearly,2020,1
51,no_change,5yearly,2020,0.757
51,zero_migration,5yearly,2020,0.735
51,constant_fertility,5yearly,2025,0.762
51,constant_mortality,5yearly,2025,0.739
51,high_variant,5yearly,2025,0.977
51,instant_replacement,5yearly,2025,1
51,low_variant,5yearly,2025,0.509
51,medium_variant,5yearly,2025,0.743
51,momentum,5yearly,2025,1
51,no_change,5yearly,2025,0.757
51,zero_migration,5yearly,2025,0.743
51,constant_fertility,5yearly,2030,0.762
51,constant_mortality,5yearly,2030,0.749
51,high_variant,5yearly,2030,0.99
51,instant_replacement,5yearly,2030,1
51,low_variant,5yearly,2030,0.52
51,medium_variant,5yearly,2030,0.755
51,momentum,5yearly,2030,1
51,no_change,5yearly,2030,0.757
51,zero_migration,5yearly,2030,0.755
51,constant_fertility,5yearly,2035,0.763
51,constant_mortality,5yearly,2035,0.761
51,high_variant,5yearly,2035,1.004
51,instant_replacement,5yearly,2035,1
51,low_variant,5yearly,2035,0.531
51,medium_variant,5yearly,2035,0.768
51,momentum,5yearly,2035,1
51,no_change,5yearly,2035,0.757
51,zero_migration,5yearly,2035,0.768
51,constant_fertility,5yearly,2040,0.764
51,constant_mortality,5yearly,2040,0.773
51,high_variant,5yearly,2040,1.019
51,instant_replacement,5yearly,2040,1
51,low_variant,5yearly,2040,0.543
51,medium_variant,5yearly,2040,0.781
51,momentum,5yearly,2040,1
51,no_change,5yearly,2040,0.757
51,zero_migration,5yearly,2040,0.781
51,constant_fertility,5yearly,2045,0.764
51,constant_mortality,5yearly,2045,0.786
51,high_variant,5yearly,2045,1.034
51,instant_replacement,5yearly,2045,1
51,low_variant,5yearly,2045,0.555
51,medium_variant,5yearly,2045,0.795
51,momentum,5yearly,2045,1
51,no_change,5yearly,2045,0.757
51,zero_migration,5yearly,2045,0.795
51,constant_fertility,5yearly,2050,0.765
51,constant_mortality,5yearly,2050,0.795
51,high_variant,5yearly,2050,1.043
51,instant_replacement,5yearly,2050,1
51,low_variant,5yearly,2050,0.564
51,medium_variant,5yearly,2050,0.804
51,momentum,5yearly,2050,1
51,no_change,5yearly,2050,0.757
51,zero_migration,5yearly,2050,0.804
51,constant_fertility,5yearly,2055,0.765
51,constant_mortality,5yearly,2055,0.802
51,high_variant,5yearly,2055,1.051
51,instant_replacement,5yearly,2055,1
51,low_variant,5yearly,2055,0.572
51,medium_variant,5yearly,2055,0.812
51,momentum,5yearly,2055,1
51,no_change,5yearly,2055,0.757
51,zero_migration,5yearly,2055,0.812
51,constant_fertility,5yearly,2060,0.766
51,constant_mortality,5yearly,2060,0.809
51,high_variant,5yearly,2060,1.06
51,instant_replacement,5yearly,2060,1
51,low_variant,5yearly,2060,0.58
51,medium_variant,5yearly,2060,0.82
51,momentum,5yearly,2060,1
51,no_change,5yearly,2060,0.757
51,zero_migration,5yearly,2060,0.82
51,constant_fertility,5yearly,2065,0.766
51,constant_mortality,5yearly,2065,0.817
51,high_variant,5yearly,2065,1.068
51,instant_replacement,5yearly,2065,1
51,low_variant,5yearly,2065,0.587
51,medium_variant,5yearly,2065,0.827
51,momentum,5yearly,2065,1
51,no_change,5yearly,2065,0.757
51,zero_migration,5yearly,2065,0.827
51,constant_fertility,5yearly,2070,0.767
51,constant_mortality,5yearly,2070,0.822
51,high_variant,5yearly,2070,1.074
51,instant_replacement,5yearly,2070,1
51,low_variant,5yearly,2070,0.594
51,medium_variant,5yearly,2070,0.834
51,momentum,5yearly,2070,1
51,no_change,5yearly,2070,0.757
51,zero_migration,5yearly,2070,0.834
51,constant_fertility,5yearly,2075,0.767
51,constant_mortality,5yearly,2075,0.827
51,high_variant,5yearly,2075,1.079
51,instant_replacement,5yearly,2075,1
51,low_variant,5yearly,2075,0.599
51,medium_variant,5yearly,2075,0.839
51,momentum,5yearly,2075,1
51,no_change,5yearly,2075,0.757
51,zero_migration,5yearly,2075,0.839
51,constant_fertility,5yearly,2080,0.767
51,constant_mortality,5yearly,2080,0.832
51,high_variant,5yearly,2080,1.085
51,instant_replacement,5yearly,2080,1
51,low_variant,5yearly,2080,0.604
51,medium_variant,5yearly,2080,0.845
51,momentum,5yearly,2080,1
51,no_change,5yearly,2080,0.757
51,zero_migration,5yearly,2080,0.845
51,constant_fertility,5yearly,2085,0.767
51,constant_mortality,5yearly,2085,0.837
51,high_variant,5yearly,2085,1.09
51,instant_replacement,5yearly,2085,1
51,low_variant,5yearly,2085,0.609
51,medium_variant,5yearly,2085,0.849
51,momentum,5yearly,2085,1
51,no_change,5yearly,2085,0.757
51,zero_migration,5yearly,2085,0.849
51,constant_fertility,5yearly,2090,0.768
51,constant_mortality,5yearly,2090,0.839
51,high_variant,5yearly,2090,1.093
51,instant_replacement,5yearly,2090,1
51,low_variant,5yearly,2090,0.612
51,medium_variant,5yearly,2090,0.852
51,momentum,5yearly,2090,1
51,no_change,5yearly,2090,0.757
51,zero_migration,5yearly,2090,0.852
51,constant_fertility,5yearly,2095,0.768
51,constant_mortality,5yearly,2095,0.843
51,high_variant,5yearly,2095,1.097
51,instant_replacement,5yearly,2095,1
51,low_variant,5yearly,2095,0.616
51,medium_variant,5yearly,2095,0.856
51,momentum,5yearly,2095,1
51,no_change,5yearly,2095,0.757
51,zero_migration,5yearly,2095,0.856
