country,variant,freq,year,netreporductionrate
104,estimates,5yearly,1950,1.742
104,estimates,5yearly,1955,1.929
104,estimates,5yearly,1960,2.066
104,estimates,5yearly,1965,2.25
104,estimates,5yearly,1970,2.189
104,estimates,5yearly,1975,2.023
104,estimates,5yearly,1980,1.872
104,estimates,5yearly,1985,1.566
104,estimates,5yearly,1990,1.348
104,estimates,5yearly,1995,1.267
104,estimates,5yearly,2000,1.255
104,estimates,5yearly,2005,1.132
104,estimates,5yearly,2010,1.043
104,constant_fertility,5yearly,2015,1.052
104,constant_mortality,5yearly,2015,0.99
104,high_variant,5yearly,2015,1.113
104,instant_replacement,5yearly,2015,1
104,low_variant,5yearly,2015,0.884
104,medium_variant,5yearly,2015,0.998
104,momentum,5yearly,2015,1
104,no_change,5yearly,2015,1.043
104,zero_migration,5yearly,2015,0.998
104,constant_fertility,5yearly,2020,1.06
104,constant_mortality,5yearly,2020,0.943
104,high_variant,5yearly,2020,1.142
104,instant_replacement,5yearly,2020,1
104,low_variant,5yearly,2020,0.774
104,medium_variant,5yearly,2020,0.958
104,momentum,5yearly,2020,1
104,no_change,5yearly,2020,1.043
104,zero_migration,5yearly,2020,0.958
104,constant_fertility,5yearly,2025,1.067
104,constant_mortality,5yearly,2025,0.905
104,high_variant,5yearly,2025,1.158
104,instant_replacement,5yearly,2025,1
104,low_variant,5yearly,2025,0.694
104,medium_variant,5yearly,2025,0.926
104,momentum,5yearly,2025,1
104,no_change,5yearly,2025,1.043
104,zero_migration,5yearly,2025,0.926
104,constant_fertility,5yearly,2030,1.073
104,constant_mortality,5yearly,2030,0.873
104,high_variant,5yearly,2030,1.131
104,instant_replacement,5yearly,2030,1
104,low_variant,5yearly,2030,0.664
104,medium_variant,5yearly,2030,0.898
104,momentum,5yearly,2030,1
104,no_change,5yearly,2030,1.043
104,zero_migration,5yearly,2030,0.898
104,constant_fertility,5yearly,2035,1.078
104,constant_mortality,5yearly,2035,0.849
104,high_variant,5yearly,2035,1.112
104,instant_replacement,5yearly,2035,1
104,low_variant,5yearly,2035,0.643
104,medium_variant,5yearly,2035,0.878
104,momentum,5yearly,2035,1
104,no_change,5yearly,2035,1.043
104,zero_migration,5yearly,2035,0.878
104,constant_fertility,5yearly,2040,1.083
104,constant_mortality,5yearly,2040,0.83
104,high_variant,5yearly,2040,1.098
104,instant_replacement,5yearly,2040,1
104,low_variant,5yearly,2040,0.627
104,medium_variant,5yearly,2040,0.862
104,momentum,5yearly,2040,1
104,no_change,5yearly,2040,1.043
104,zero_migration,5yearly,2040,0.862
104,constant_fertility,5yearly,2045,1.087
104,constant_mortality,5yearly,2045,0.817
104,high_variant,5yearly,2045,1.089
104,instant_replacement,5yearly,2045,1
104,low_variant,5yearly,2045,0.616
104,medium_variant,5yearly,2045,0.852
104,momentum,5yearly,2045,1
104,no_change,5yearly,2045,1.043
104,zero_migration,5yearly,2045,0.852
104,constant_fertility,5yearly,2050,1.091
104,constant_mortality,5yearly,2050,0.809
104,high_variant,5yearly,2050,1.084
104,instant_replacement,5yearly,2050,1
104,low_variant,5yearly,2050,0.609
104,medium_variant,5yearly,2050,0.847
104,momentum,5yearly,2050,1
104,no_change,5yearly,2050,1.043
104,zero_migration,5yearly,2050,0.847
104,constant_fertility,5yearly,2055,1.094
104,constant_mortality,5yearly,2055,0.804
104,high_variant,5yearly,2055,1.082
104,instant_replacement,5yearly,2055,1
104,low_variant,5yearly,2055,0.606
104,medium_variant,5yearly,2055,0.844
104,momentum,5yearly,2055,1
104,no_change,5yearly,2055,1.043
104,zero_migration,5yearly,2055,0.844
104,constant_fertility,5yearly,2060,1.097
104,constant_mortality,5yearly,2060,0.802
104,high_variant,5yearly,2060,1.082
104,instant_replacement,5yearly,2060,1
104,low_variant,5yearly,2060,0.605
104,medium_variant,5yearly,2060,0.844
104,momentum,5yearly,2060,1
104,no_change,5yearly,2060,1.043
104,zero_migration,5yearly,2060,0.844
104,constant_fertility,5yearly,2065,1.099
104,constant_mortality,5yearly,2065,0.801
104,high_variant,5yearly,2065,1.083
104,instant_replacement,5yearly,2065,1
104,low_variant,5yearly,2065,0.605
104,medium_variant,5yearly,2065,0.844
104,momentum,5yearly,2065,1
104,no_change,5yearly,2065,1.043
104,zero_migration,5yearly,2065,0.844
104,constant_fertility,5yearly,2070,1.101
104,constant_mortality,5yearly,2070,0.802
104,high_variant,5yearly,2070,1.087
104,instant_replacement,5yearly,2070,1
104,low_variant,5yearly,2070,0.608
104,medium_variant,5yearly,2070,0.847
104,momentum,5yearly,2070,1
104,no_change,5yearly,2070,1.043
104,zero_migration,5yearly,2070,0.847
104,constant_fertility,5yearly,2075,1.104
104,constant_mortality,5yearly,2075,0.803
104,high_variant,5yearly,2075,1.09
104,instant_replacement,5yearly,2075,1
104,low_variant,5yearly,2075,0.61
104,medium_variant,5yearly,2075,0.85
104,momentum,5yearly,2075,1
104,no_change,5yearly,2075,1.043
104,zero_migration,5yearly,2075,0.85
104,constant_fertility,5yearly,2080,1.105
104,constant_mortality,5yearly,2080,0.805
104,high_variant,5yearly,2080,1.094
104,instant_replacement,5yearly,2080,1
104,low_variant,5yearly,2080,0.613
104,medium_variant,5yearly,2080,0.854
104,momentum,5yearly,2080,1
104,no_change,5yearly,2080,1.043
104,zero_migration,5yearly,2080,0.854
104,constant_fertility,5yearly,2085,1.107
104,constant_mortality,5yearly,2085,0.807
104,high_variant,5yearly,2085,1.097
104,instant_replacement,5yearly,2085,1
104,low_variant,5yearly,2085,0.616
104,medium_variant,5yearly,2085,0.857
104,momentum,5yearly,2085,1
104,no_change,5yearly,2085,1.043
104,zero_migration,5yearly,2085,0.857
104,constant_fertility,5yearly,2090,1.108
104,constant_mortality,5yearly,2090,0.809
104,high_variant,5yearly,2090,1.101
104,instant_replacement,5yearly,2090,1
104,low_variant,5yearly,2090,0.619
104,medium_variant,5yearly,2090,0.86
104,momentum,5yearly,2090,1
104,no_change,5yearly,2090,1.043
104,zero_migration,5yearly,2090,0.86
104,constant_fertility,5yearly,2095,1.11
104,constant_mortality,5yearly,2095,0.811
104,high_variant,5yearly,2095,1.104
104,instant_replacement,5yearly,2095,1
104,low_variant,5yearly,2095,0.622
104,medium_variant,5yearly,2095,0.863
104,momentum,5yearly,2095,1
104,no_change,5yearly,2095,1.043
104,zero_migration,5yearly,2095,0.863
104,constant_fertility,5yearly,Regi,Myanmar
104,constant_mortality,5yearly,Regi,Myanmar
104,estimates,5yearly,Regi,Myanmar
104,high_variant,5yearly,Regi,Myanmar
104,instant_replacement,5yearly,Regi,Myanmar
104,low_variant,5yearly,Regi,Myanmar
104,medium_variant,5yearly,Regi,Myanmar
104,momentum,5yearly,Regi,Myanmar
104,no_change,5yearly,Regi,Myanmar
104,zero_migration,5yearly,Regi,Myanmar
