country,variant,freq,year,netreporductionrate
498,estimates,5yearly,1950,1.507
498,estimates,5yearly,1955,1.514
498,estimates,5yearly,1960,1.41
498,estimates,5yearly,1965,1.207
498,estimates,5yearly,1970,1.167
498,estimates,5yearly,1975,1.114
498,estimates,5yearly,1980,1.174
498,estimates,5yearly,1985,1.226
498,estimates,5yearly,1990,0.985
498,estimates,5yearly,1995,0.798
498,estimates,5yearly,2000,0.582
498,estimates,5yearly,2005,0.602
498,estimates,5yearly,2010,0.604
498,constant_fertility,5yearly,2015,0.605
498,constant_mortality,5yearly,2015,0.585
498,high_variant,5yearly,2015,0.705
498,instant_replacement,5yearly,2015,1
498,low_variant,5yearly,2015,0.467
498,medium_variant,5yearly,2015,0.586
498,momentum,5yearly,2015,1
498,no_change,5yearly,2015,0.604
498,zero_migration,5yearly,2015,0.586
498,constant_fertility,5yearly,2020,0.606
498,constant_mortality,5yearly,2020,0.591
498,high_variant,5yearly,2020,0.784
498,instant_replacement,5yearly,2020,1
498,low_variant,5yearly,2020,0.402
498,medium_variant,5yearly,2020,0.593
498,momentum,5yearly,2020,1
498,no_change,5yearly,2020,0.604
498,zero_migration,5yearly,2020,0.593
498,constant_fertility,5yearly,2025,0.607
498,constant_mortality,5yearly,2025,0.624
498,high_variant,5yearly,2025,0.867
498,instant_replacement,5yearly,2025,1
498,low_variant,5yearly,2025,0.389
498,medium_variant,5yearly,2025,0.628
498,momentum,5yearly,2025,1
498,no_change,5yearly,2025,0.604
498,zero_migration,5yearly,2025,0.628
498,constant_fertility,5yearly,2030,0.608
498,constant_mortality,5yearly,2030,0.654
498,high_variant,5yearly,2030,0.899
498,instant_replacement,5yearly,2030,1
498,low_variant,5yearly,2030,0.42
498,medium_variant,5yearly,2030,0.659
498,momentum,5yearly,2030,1
498,no_change,5yearly,2030,0.604
498,zero_migration,5yearly,2030,0.659
498,constant_fertility,5yearly,2035,0.609
498,constant_mortality,5yearly,2035,0.682
498,high_variant,5yearly,2035,0.928
498,instant_replacement,5yearly,2035,1
498,low_variant,5yearly,2035,0.448
498,medium_variant,5yearly,2035,0.688
498,momentum,5yearly,2035,1
498,no_change,5yearly,2035,0.604
498,zero_migration,5yearly,2035,0.688
498,constant_fertility,5yearly,2040,0.609
498,constant_mortality,5yearly,2040,0.708
498,high_variant,5yearly,2040,0.955
498,instant_replacement,5yearly,2040,1
498,low_variant,5yearly,2040,0.475
498,medium_variant,5yearly,2040,0.715
498,momentum,5yearly,2040,1
498,no_change,5yearly,2040,0.604
498,zero_migration,5yearly,2040,0.715
498,constant_fertility,5yearly,2045,0.61
498,constant_mortality,5yearly,2045,0.731
498,high_variant,5yearly,2045,0.979
498,instant_replacement,5yearly,2045,1
498,low_variant,5yearly,2045,0.499
498,medium_variant,5yearly,2045,0.739
498,momentum,5yearly,2045,1
498,no_change,5yearly,2045,0.604
498,zero_migration,5yearly,2045,0.739
498,constant_fertility,5yearly,2050,0.61
498,constant_mortality,5yearly,2050,0.75
498,high_variant,5yearly,2050,0.999
498,instant_replacement,5yearly,2050,1
498,low_variant,5yearly,2050,0.519
498,medium_variant,5yearly,2050,0.759
498,momentum,5yearly,2050,1
498,no_change,5yearly,2050,0.604
