country,variant,freq,year,netreporductionrate
548,estimates,5yearly,1950,2.368
548,estimates,5yearly,1955,2.424
548,estimates,5yearly,1960,2.429
548,estimates,5yearly,1965,2.349
548,estimates,5yearly,1970,2.323
548,estimates,5yearly,1975,2.288
548,estimates,5yearly,1980,2.235
548,estimates,5yearly,1985,2.131
548,estimates,5yearly,1990,2.094
548,estimates,5yearly,1995,2.04
548,estimates,5yearly,2000,1.864
548,estimates,5yearly,2005,1.669
548,estimates,5yearly,2010,1.583
548,constant_fertility,5yearly,2015,1.592
548,constant_mortality,5yearly,2015,1.499
548,high_variant,5yearly,2015,1.624
548,instant_replacement,5yearly,2015,1
548,low_variant,5yearly,2015,1.39
548,medium_variant,5yearly,2015,1.507
548,momentum,5yearly,2015,1
548,no_change,5yearly,2015,1.583
548,zero_migration,5yearly,2015,1.507
548,constant_fertility,5yearly,2020,1.598
548,constant_mortality,5yearly,2020,1.425
548,high_variant,5yearly,2020,1.627
548,instant_replacement,5yearly,2020,1
548,low_variant,5yearly,2020,1.25
548,medium_variant,5yearly,2020,1.439
548,momentum,5yearly,2020,1
548,no_change,5yearly,2020,1.583
548,zero_migration,5yearly,2020,1.439
548,constant_fertility,5yearly,2025,1.603
548,constant_mortality,5yearly,2025,1.36
548,high_variant,5yearly,2025,1.614
548,instant_replacement,5yearly,2025,1
548,low_variant,5yearly,2025,1.14
548,medium_variant,5yearly,2025,1.377
548,momentum,5yearly,2025,1
548,no_change,5yearly,2025,1.583
548,zero_migration,5yearly,2025,1.377
548,constant_fertility,5yearly,2030,1.608
548,constant_mortality,5yearly,2030,1.303
548,high_variant,5yearly,2030,1.561
548,instant_replacement,5yearly,2030,1
548,low_variant,5yearly,2030,1.085
548,medium_variant,5yearly,2030,1.323
548,momentum,5yearly,2030,1
548,no_change,5yearly,2030,1.583
548,zero_migration,5yearly,2030,1.323
548,constant_fertility,5yearly,2035,1.611
548,constant_mortality,5yearly,2035,1.249
548,high_variant,5yearly,2035,1.509
548,instant_replacement,5yearly,2035,1
548,low_variant,5yearly,2035,1.032
548,medium_variant,5yearly,2035,1.271
548,momentum,5yearly,2035,1
548,no_change,5yearly,2035,1.583
548,zero_migration,5yearly,2035,1.271
548,constant_fertility,5yearly,2040,1.613
548,constant_mortality,5yearly,2040,1.201
548,high_variant,5yearly,2040,1.462
548,instant_replacement,5yearly,2040,1
