country,variant,freq,year,totaldeaths
795,estimates,5yearly,1950,113.471
795,estimates,5yearly,1955,123.769
795,estimates,5yearly,1960,131.062
795,estimates,5yearly,1965,129.449
795,estimates,5yearly,1970,132.409
795,estimates,5yearly,1975,141.536
795,estimates,5yearly,1980,145.765
795,estimates,5yearly,1985,155.643
795,estimates,5yearly,1990,170.025
795,estimates,5yearly,1995,172.799
795,estimates,5yearly,2000,177.695
795,estimates,5yearly,2005,179.393
795,estimates,5yearly,2010,191.084
795,constant_fertility,5yearly,2015,206.893
795,constant_mortality,5yearly,2015,212.124
795,high_variant,5yearly,2015,207.266
795,instant_replacement,5yearly,2015,197.37
795,low_variant,5yearly,2015,201.536
795,medium_variant,5yearly,2015,204.401
795,momentum,5yearly,2015,204.735
795,no_change,5yearly,2015,214.822
795,zero_migration,5yearly,2015,204.473
795,constant_fertility,5yearly,2020,225.468
795,constant_mortality,5yearly,2020,236.079
795,high_variant,5yearly,2020,225.736
795,instant_replacement,5yearly,2020,215.675
795,low_variant,5yearly,2020,216.765
795,medium_variant,5yearly,2020,221.249
795,momentum,5yearly,2020,230.772
795,no_change,5yearly,2020,241.109
795,zero_migration,5yearly,2020,222.237
795,constant_fertility,5yearly,2025,248.184
795,constant_mortality,5yearly,2025,264.918
795,high_variant,5yearly,2025,247.992
795,instant_replacement,5yearly,2025,238.873
795,low_variant,5yearly,2025,237.451
795,medium_variant,5yearly,2025,242.72
795,momentum,5yearly,2025,262.535
795,no_change,5yearly,2025,272.07
795,zero_migration,5yearly,2025,244.698
795,constant_fertility,5yearly,2030,278.022
795,constant_mortality,5yearly,2030,301.094
795,high_variant,5yearly,2030,276.461
795,instant_replacement,5yearly,2030,268.189
795,low_variant,5yearly,2030,265.779
795,medium_variant,5yearly,2030,271.111
795,momentum,5yearly,2030,301.063
795,no_change,5yearly,2030,311.021
795,zero_migration,5yearly,2030,274.161
795,constant_fertility,5yearly,2035,313.159
795,constant_mortality,5yearly,2035,342.009
795,high_variant,5yearly,2035,310.315
795,instant_replacement,5yearly,2035,301.26
795,low_variant,5yearly,2035,298.474
795,medium_variant,5yearly,2035,304.313
795,momentum,5yearly,2035,343.183
795,no_change,5yearly,2035,355.87
795,zero_migration,5yearly,2035,308.563
795,constant_fertility,5yearly,2040,347.543
795,constant_mortality,5yearly,2040,381.897
795,high_variant,5yearly,2040,343.91
795,instant_replacement,5yearly,2040,333.147
795,low_variant,5yearly,2040,330.226
795,medium_variant,5yearly,2040,336.835
795,momentum,5yearly,2040,383.63
795,no_change,5yearly,2040,400.211
795,zero_migration,5yearly,2040,342.41
795,constant_fertility,5yearly,2045,377.448
795,constant_mortality,5yearly,2045,417.482
795,high_variant,5yearly,2045,373.338
795,instant_replacement,5yearly,2045,360.851
795,low_variant,5yearly,2045,357.674
795,medium_variant,5yearly,2045,365.082
795,momentum,5yearly,2045,420.01
795,no_change,5yearly,2045,440.344
795,zero_migration,5yearly,2045,372.085
795,constant_fertility,5yearly,2050,404.433
795,constant_mortality,5yearly,2050,448.512
795,high_variant,5yearly,2050,399.616
795,instant_replacement,5yearly,2050,385.821
795,low_variant,5yearly,2050,382.189
795,medium_variant,5yearly,2050,390.32
795,momentum,5yearly,2050,452.613
795,no_change,5yearly,2050,476.587
795,zero_migration,5yearly,2050,398.856
795,constant_fertility,5yearly,2055,430.273
795,constant_mortality,5yearly,2055,477.476
795,high_variant,5yearly,2055,424.299
795,instant_replacement,5yearly,2055,409.294
795,low_variant,5yearly,2055,405.122
795,medium_variant,5yearly,2055,414.021
795,momentum,5yearly,2055,483.668
795,no_change,5yearly,2055,512.285
795,zero_migration,5yearly,2055,424.138
795,constant_fertility,5yearly,2060,456.574
795,constant_mortality,5yearly,2060,504.874
795,high_variant,5yearly,2060,449.169
795,instant_replacement,5yearly,2060,432.009
795,low_variant,5yearly,2060,427.458
795,medium_variant,5yearly,2060,437.519
795,momentum,5yearly,2060,512.718
795,no_change,5yearly,2060,548.411
795,zero_migration,5yearly,2060,449.278
795,constant_fertility,5yearly,2065,478.333
795,constant_mortality,5yearly,2065,527.478
795,high_variant,5yearly,2065,469.428
795,instant_replacement,5yearly,2065,448.086
795,low_variant,5yearly,2065,443.372
795,medium_variant,5yearly,2065,455.458
795,momentum,5yearly,2065,535.54
795,no_change,5yearly,2065,581.623
795,zero_migration,5yearly,2065,468.821
795,constant_fertility,5yearly,2070,497.916
795,constant_mortality,5yearly,2070,546.201
795,high_variant,5yearly,2070,487.69
795,instant_replacement,5yearly,2070,459.908
795,low_variant,5yearly,2070,455.253
795,medium_variant,5yearly,2070,470.331
795,momentum,5yearly,2070,552.638
795,no_change,5yearly,2070,612.893
795,zero_migration,5yearly,2070,485.317
795,constant_fertility,5yearly,2075,514.374
795,constant_mortality,5yearly,2075,559.05
795,high_variant,5yearly,2075,502.649
795,instant_replacement,5yearly,2075,465.482
795,low_variant,5yearly,2075,460.996
795,medium_variant,5yearly,2075,480.46
795,momentum,5yearly,2075,561.595
795,no_change,5yearly,2075,641.546
795,zero_migration,5yearly,2075,497.083
795,constant_fertility,5yearly,2080,529.248
795,constant_mortality,5yearly,2080,569.103
795,high_variant,5yearly,2080,515.34
795,instant_replacement,5yearly,2080,465.946
795,low_variant,5yearly,2080,461.1
795,medium_variant,5yearly,2080,486.614
795,momentum,5yearly,2080,566.891
795,no_change,5yearly,2080,672.305
795,zero_migration,5yearly,2080,504.833
795,constant_fertility,5yearly,2085,548.388
795,constant_mortality,5yearly,2085,579.242
795,high_variant,5yearly,2085,531.235
795,instant_replacement,5yearly,2085,464.512
795,low_variant,5yearly,2085,459.185
795,medium_variant,5yearly,2085,493.32
795,momentum,5yearly,2085,569.84
795,no_change,5yearly,2085,710.312
795,zero_migration,5yearly,2085,513.079
795,constant_fertility,5yearly,2090,576.203
795,constant_mortality,5yearly,2090,589.108
795,high_variant,5yearly,2090,554.496
795,instant_replacement,5yearly,2090,466.167
795,low_variant,5yearly,2090,458.801
795,medium_variant,5yearly,2090,504.382
795,momentum,5yearly,2090,573.866
795,no_change,5yearly,2090,755.496
795,zero_migration,5yearly,2090,525.639
795,constant_fertility,5yearly,2095,609.489
795,constant_mortality,5yearly,2095,595.455
795,high_variant,5yearly,2095,581.582
795,instant_replacement,5yearly,2095,467.269
795,low_variant,5yearly,2095,455.991
795,medium_variant,5yearly,2095,515.995
795,momentum,5yearly,2095,576.614
795,no_change,5yearly,2095,804.308
795,zero_migration,5yearly,2095,538.669
