country,variant,freq,year,totaldeaths
40,estimates,5yearly,1950,427.064
40,estimates,5yearly,1955,439.994
40,estimates,5yearly,1960,450.1
40,estimates,5yearly,1965,478.244
40,estimates,5yearly,1970,479.547
40,estimates,5yearly,1975,471.284
40,estimates,5yearly,1980,460.165
40,estimates,5yearly,1985,431.567
40,estimates,5yearly,1990,418.372
40,estimates,5yearly,1995,402.495
40,estimates,5yearly,2000,385.368
40,estimates,5yearly,2005,384.446
40,estimates,5yearly,2010,401.968
40,constant_fertility,5yearly,2015,421.787
40,constant_mortality,5yearly,2015,447.545
40,high_variant,5yearly,2015,422.002
40,instant_replacement,5yearly,2015,422.21
40,low_variant,5yearly,2015,421.665
40,medium_variant,5yearly,2015,421.833
40,momentum,5yearly,2015,447.718
40,no_change,5yearly,2015,447.473
40,zero_migration,5yearly,2015,421.494
40,constant_fertility,5yearly,2020,431.61
40,constant_mortality,5yearly,2020,484.746
40,high_variant,5yearly,2020,431.946
40,instant_replacement,5yearly,2020,432.038
40,low_variant,5yearly,2020,431.444
40,medium_variant,5yearly,2020,431.695
40,momentum,5yearly,2020,484.018
40,no_change,5yearly,2020,484.597
40,zero_migration,5yearly,2020,430.635
40,constant_fertility,5yearly,2025,446.889
40,constant_mortality,5yearly,2025,521.932
40,high_variant,5yearly,2025,447.278
40,instant_replacement,5yearly,2025,447.291
40,low_variant,5yearly,2025,446.712
40,medium_variant,5yearly,2025,446.996
40,momentum,5yearly,2025,519.923
40,no_change,5yearly,2025,521.721
40,zero_migration,5yearly,2025,445.084
40,constant_fertility,5yearly,2030,470.077
40,constant_mortality,5yearly,2030,556.073
40,high_variant,5yearly,2030,470.504
40,instant_replacement,5yearly,2030,470.543
40,low_variant,5yearly,2030,469.894
40,medium_variant,5yearly,2030,470.2
40,momentum,5yearly,2030,552.421
40,no_change,5yearly,2030,555.815
40,zero_migration,5yearly,2030,467.191
40,constant_fertility,5yearly,2035,492.284
40,constant_mortality,5yearly,2035,584.114
40,high_variant,5yearly,2035,492.841
40,instant_replacement,5yearly,2035,492.942
40,low_variant,5yearly,2035,492.046
40,medium_variant,5yearly,2035,492.44
40,momentum,5yearly,2035,578.382
40,no_change,5yearly,2035,583.786
40,zero_migration,5yearly,2035,488.022
40,constant_fertility,5yearly,2040,517.097
40,constant_mortality,5yearly,2040,613.329
40,high_variant,5yearly,2040,517.833
40,instant_replacement,5yearly,2040,517.944
40,low_variant,5yearly,2040,516.787
40,medium_variant,5yearly,2040,517.301
40,momentum,5yearly,2040,604.79
40,no_change,5yearly,2040,612.887
40,zero_migration,5yearly,2040,511.06
40,constant_fertility,5yearly,2045,548.691
40,constant_mortality,5yearly,2045,643.306
40,high_variant,5yearly,2045,549.628
40,instant_replacement,5yearly,2045,549.727
40,low_variant,5yearly,2045,548.319
40,medium_variant,5yearly,2045,548.957
40,momentum,5yearly,2045,630.953
