country,variant,freq,year,totaldeaths
428,estimates,5yearly,1950,121.002
428,estimates,5yearly,1955,112.201
428,estimates,5yearly,1960,112.754
428,estimates,5yearly,1965,123.025
428,estimates,5yearly,1970,138.693
428,estimates,5yearly,1975,156.656
428,estimates,5yearly,1980,163.472
428,estimates,5yearly,1985,162.515
428,estimates,5yearly,1990,185.817
428,estimates,5yearly,1995,176.019
428,estimates,5yearly,2000,163.441
428,estimates,5yearly,2005,161.004
428,estimates,5yearly,2010,147.207
428,constant_fertility,5yearly,2015,146.779
428,constant_mortality,5yearly,2015,153.548
428,high_variant,5yearly,2015,146.901
428,instant_replacement,5yearly,2015,146.994
428,low_variant,5yearly,2015,146.724
428,medium_variant,5yearly,2015,146.813
428,momentum,5yearly,2015,153.8
428,no_change,5yearly,2015,153.507
428,zero_migration,5yearly,2015,146.829
428,constant_fertility,5yearly,2020,143.044
428,constant_mortality,5yearly,2020,155.14
428,high_variant,5yearly,2020,143.229
428,instant_replacement,5yearly,2020,143.26
428,low_variant,5yearly,2020,142.976
428,medium_variant,5yearly,2020,143.102
428,momentum,5yearly,2020,156.237
428,no_change,5yearly,2020,155.06
428,zero_migration,5yearly,2020,143.852
428,constant_fertility,5yearly,2025,138.008
428,constant_mortality,5yearly,2025,153.266
428,high_variant,5yearly,2025,138.202
428,instant_replacement,5yearly,2025,138.192
428,low_variant,5yearly,2025,137.93
428,medium_variant,5yearly,2025,138.066
428,momentum,5yearly,2025,155.014
428,no_change,5yearly,2025,153.181
428,zero_migration,5yearly,2025,139.32
428,constant_fertility,5yearly,2030,133.346
428,constant_mortality,5yearly,2030,150.17
428,high_variant,5yearly,2030,133.535
428,instant_replacement,5yearly,2030,133.524
428,low_variant,5yearly,2030,133.264
428,medium_variant,5yearly,2030,133.399
428,momentum,5yearly,2030,152.452
428,no_change,5yearly,2030,150.091
428,zero_migration,5yearly,2030,134.989
428,constant_fertility,5yearly,2035,129.489
428,constant_mortality,5yearly,2035,147.331
428,high_variant,5yearly,2035,129.726
428,instant_replacement,5yearly,2035,129.729
428,low_variant,5yearly,2035,129.394
428,medium_variant,5yearly,2035,129.558
428,momentum,5yearly,2035,150.351
428,no_change,5yearly,2035,147.216
428,zero_migration,5yearly,2035,131.554
428,constant_fertility,5yearly,2040,126.749
428,constant_mortality,5yearly,2040,144.451
428,high_variant,5yearly,2040,127.08
428,instant_replacement,5yearly,2040,127.101
428,low_variant,5yearly,2040,126.637
428,medium_variant,5yearly,2040,126.856
428,momentum,5yearly,2040,148.442
428,no_change,5yearly,2040,144.264
428,zero_migration,5yearly,2040,129.335
428,constant_fertility,5yearly,2045,123.798
428,constant_mortality,5yearly,2045,139.975
428,high_variant,5yearly,2045,124.245
428,instant_replacement,5yearly,2045,124.285
428,low_variant,5yearly,2045,123.654
428,medium_variant,5yearly,2045,123.938
428,momentum,5yearly,2045,145.219
428,no_change,5yearly,2045,139.703
428,zero_migration,5yearly,2045,127.024
428,constant_fertility,5yearly,2050,119.086
428,constant_mortality,5yearly,2050,133.449
428,high_variant,5yearly,2050,119.665
428,instant_replacement,5yearly,2050,119.711
