country,variant,freq,year,totaldeaths
792,estimates,5yearly,1950,2752.881
792,estimates,5yearly,1955,2818.313
792,estimates,5yearly,1960,2734.313
792,estimates,5yearly,1965,2633.54
792,estimates,5yearly,1970,2615.287
792,estimates,5yearly,1975,2526.425
792,estimates,5yearly,1980,2406.753
792,estimates,5yearly,1985,2268.77
792,estimates,5yearly,1990,2187.916
792,estimates,5yearly,1995,2090.829
792,estimates,5yearly,2000,2020.468
792,estimates,5yearly,2005,2072.953
792,estimates,5yearly,2010,2194.516
792,constant_fertility,5yearly,2015,2369.239
792,constant_mortality,5yearly,2015,2574.237
792,high_variant,5yearly,2015,2375.014
792,instant_replacement,5yearly,2015,2368.714
792,low_variant,5yearly,2015,2355.964
792,medium_variant,5yearly,2015,2365.489
792,momentum,5yearly,2015,2578.079
792,no_change,5yearly,2015,2579.004
792,zero_migration,5yearly,2015,2364.866
792,constant_fertility,5yearly,2020,2552.006
792,constant_mortality,5yearly,2020,2951.721
792,high_variant,5yearly,2020,2560.697
792,instant_replacement,5yearly,2020,2551.011
792,low_variant,5yearly,2020,2529.193
792,medium_variant,5yearly,2020,2544.946
792,momentum,5yearly,2020,2933.881
792,no_change,5yearly,2020,2962.437
792,zero_migration,5yearly,2020,2521.784
792,constant_fertility,5yearly,2025,2723.531
792,constant_mortality,5yearly,2025,3300.424
792,high_variant,5yearly,2025,2733.607
792,instant_replacement,5yearly,2025,2722.334
792,low_variant,5yearly,2025,2694.894
792,medium_variant,5yearly,2025,2714.251
792,momentum,5yearly,2025,3319.523
792,no_change,5yearly,2025,3316.966
792,zero_migration,5yearly,2025,2716.341
792,constant_fertility,5yearly,2030,2944.433
792,constant_mortality,5yearly,2030,3706.731
792,high_variant,5yearly,2030,2953.703
792,instant_replacement,5yearly,2030,2943.184
792,low_variant,5yearly,2030,2913.819
792,medium_variant,5yearly,2030,2933.731
792,momentum,5yearly,2030,3768.735
792,no_change,5yearly,2030,3728.877
792,zero_migration,5yearly,2030,2962.644
792,constant_fertility,5yearly,2035,3232.324
792,constant_mortality,5yearly,2035,4179.04
792,high_variant,5yearly,2035,3241.251
792,instant_replacement,5yearly,2035,3230.83
792,low_variant,5yearly,2035,3199.439
792,medium_variant,5yearly,2035,3220.187
792,momentum,5yearly,2035,4270.048
792,no_change,5yearly,2035,4207.628
792,zero_migration,5yearly,2035,3264.801
792,constant_fertility,5yearly,2040,3558.995
792,constant_mortality,5yearly,2040,4672.72
792,high_variant,5yearly,2040,3568.591
792,instant_replacement,5yearly,2040,3557.144
792,low_variant,5yearly,2040,3522.828
792,medium_variant,5yearly,2040,3545.244
792,momentum,5yearly,2040,4780.174
792,no_change,5yearly,2040,4709.243
792,zero_migration,5yearly,2040,3596.653
792,constant_fertility,5yearly,2045,3895.175
792,constant_mortality,5yearly,2045,5138.956
792,high_variant,5yearly,2045,3906.368
792,instant_replacement,5yearly,2045,3893.03
792,low_variant,5yearly,2045,3854.582
792,medium_variant,5yearly,2045,3879.505
792,momentum,5yearly,2045,5261.741
792,no_change,5yearly,2045,5185.405
792,zero_migration,5yearly,2045,3935.516
792,constant_fertility,5yearly,2050,4225.05
792,constant_mortality,5yearly,2050,5558.663
792,high_variant,5yearly,2050,4238.173
792,instant_replacement,5yearly,2050,4222.652
792,low_variant,5yearly,2050,4179.382
792,medium_variant,5yearly,2050,4207.241
792,momentum,5yearly,2050,5698.333
792,no_change,5yearly,2050,5616.954
792,zero_migration,5yearly,2050,4265.782
792,constant_fertility,5yearly,2055,4568.863
792,constant_mortality,5yearly,2055,5913.607
792,high_variant,5yearly,2055,4583.679
792,instant_replacement,5yearly,2055,4566.168
792,low_variant,5yearly,2055,4517.86
792,medium_variant,5yearly,2055,4548.783
792,momentum,5yearly,2055,6075.3
792,no_change,5yearly,2055,5985.588
792,zero_migration,5yearly,2055,4609.695
792,constant_fertility,5yearly,2060,4898.36
792,constant_mortality,5yearly,2060,6175.017
792,high_variant,5yearly,2060,4914.865
792,instant_replacement,5yearly,2060,4895.266
792,low_variant,5yearly,2060,4841.117
792,medium_variant,5yearly,2060,4875.676
792,momentum,5yearly,2060,6365.768
792,no_change,5yearly,2060,6262.824
792,zero_migration,5yearly,2060,4940.568
792,constant_fertility,5yearly,2065,5174.97
792,constant_mortality,5yearly,2065,6324.842
792,high_variant,5yearly,2065,5193.773
792,instant_replacement,5yearly,2065,5171.353
792,low_variant,5yearly,2065,5109.545
792,medium_variant,5yearly,2065,5149.01
792,momentum,5yearly,2065,6553.435
792,no_change,5yearly,2065,6431.899
792,zero_migration,5yearly,2065,5220.912
792,constant_fertility,5yearly,2070,5378.448
792,constant_mortality,5yearly,2070,6378.683
792,high_variant,5yearly,2070,5401.08
792,instant_replacement,5yearly,2070,5374.143
792,low_variant,5yearly,2070,5301.219
792,medium_variant,5yearly,2070,5348.036
792,momentum,5yearly,2070,6656.964
792,no_change,5yearly,2070,6510.166
792,zero_migration,5yearly,2070,5430.68
792,constant_fertility,5yearly,2075,5500.242
792,constant_mortality,5yearly,2075,6372.317
792,high_variant,5yearly,2075,5528.826
792,instant_replacement,5yearly,2075,5495.046
792,low_variant,5yearly,2075,5405.721
792,medium_variant,5yearly,2075,5463.544
792,momentum,5yearly,2075,6716.301
792,no_change,5yearly,2075,6536.713
792,zero_migration,5yearly,2075,5562.099
792,constant_fertility,5yearly,2080,5562.465
792,constant_mortality,5yearly,2080,6328.928
792,high_variant,5yearly,2080,5600.215
792,instant_replacement,5yearly,2080,5555.998
792,low_variant,5yearly,2080,5441.553
792,medium_variant,5yearly,2080,5516.44
792,momentum,5yearly,2080,6757.385
792,no_change,5yearly,2080,6539.28
792,zero_migration,5yearly,2080,5637.879
792,constant_fertility,5yearly,2085,5609.845
792,constant_mortality,5yearly,2085,6245.358
792,high_variant,5yearly,2085,5662.733
792,instant_replacement,5yearly,2085,5601.33
792,low_variant,5yearly,2085,5445.327
792,medium_variant,5yearly,2085,5548.788
792,momentum,5yearly,2085,6778.169
792,no_change,5yearly,2085,6522.653
792,zero_migration,5yearly,2085,5700.469
792,constant_fertility,5yearly,2090,5632.951
792,constant_mortality,5yearly,2090,6116.161
792,high_variant,5yearly,2090,5712.154
792,instant_replacement,5yearly,2090,5620.972
792,low_variant,5yearly,2090,5393.23
792,medium_variant,5yearly,2090,5546.553
792,momentum,5yearly,2090,6775.278
792,no_change,5yearly,2090,6492.807
792,zero_migration,5yearly,2090,5731.951
792,constant_fertility,5yearly,2095,5640.852
792,constant_mortality,5yearly,2095,5949.01
792,high_variant,5yearly,2095,5766.178
792,instant_replacement,5yearly,2095,5622.949
792,low_variant,5yearly,2095,5270.039
792,medium_variant,5yearly,2095,5510.808
792,momentum,5yearly,2095,6762.114
792,no_change,5yearly,2095,6466.389
792,zero_migration,5yearly,2095,5727.231
