country,variant,freq,year,totaldeaths
262,estimates,5yearly,1950,6.897
262,estimates,5yearly,1955,7.35
262,estimates,5yearly,1960,8.631
262,estimates,5yearly,1965,11.146
262,estimates,5yearly,1970,13.43
262,estimates,5yearly,1975,17.655
262,estimates,5yearly,1980,23.395
262,estimates,5yearly,1985,26.743
262,estimates,5yearly,1990,33.592
262,estimates,5yearly,1995,34.569
262,estimates,5yearly,2000,38.237
262,estimates,5yearly,2005,38.435
262,estimates,5yearly,2010,37.738
262,constant_fertility,5yearly,2015,41.248
262,constant_mortality,5yearly,2015,42.441
262,high_variant,5yearly,2015,41.01
262,instant_replacement,5yearly,2015,39.425
262,low_variant,5yearly,2015,39.794
262,medium_variant,5yearly,2015,40.402
262,momentum,5yearly,2015,41.446
262,no_change,5yearly,2015,43.356
262,zero_migration,5yearly,2015,40.376
262,constant_fertility,5yearly,2020,45.105
262,constant_mortality,5yearly,2020,47.437
262,high_variant,5yearly,2020,44.554
262,instant_replacement,5yearly,2020,42.629
262,low_variant,5yearly,2020,42.21
262,medium_variant,5yearly,2020,43.381
262,momentum,5yearly,2020,46.531
262,no_change,5yearly,2020,49.471
262,zero_migration,5yearly,2020,43.182
262,constant_fertility,5yearly,2025,49.181
262,constant_mortality,5yearly,2025,52.732
262,high_variant,5yearly,2025,48.351
262,instant_replacement,5yearly,2025,46.416
262,low_variant,5yearly,2025,45.164
262,medium_variant,5yearly,2025,46.756
262,momentum,5yearly,2025,52.2
262,no_change,5yearly,2025,55.81
262,zero_migration,5yearly,2025,46.378
262,constant_fertility,5yearly,2030,53.517
262,constant_mortality,5yearly,2030,58.307
262,high_variant,5yearly,2030,52.279
262,instant_replacement,5yearly,2030,50.536
262,low_variant,5yearly,2030,48.811
262,medium_variant,5yearly,2030,50.543
262,momentum,5yearly,2030,58.08
262,no_change,5yearly,2030,62.367
262,zero_migration,5yearly,2030,49.986
262,constant_fertility,5yearly,2035,58.39
262,constant_mortality,5yearly,2035,64.249
262,high_variant,5yearly,2035,56.741
262,instant_replacement,5yearly,2035,55.078
262,low_variant,5yearly,2035,53.062
262,medium_variant,5yearly,2035,54.893
262,momentum,5yearly,2035,64.179
262,no_change,5yearly,2035,69.364
262,zero_migration,5yearly,2035,54.142
262,constant_fertility,5yearly,2040,63.904
262,constant_mortality,5yearly,2040,70.577
262,high_variant,5yearly,2040,61.843
262,instant_replacement,5yearly,2040,60.06
262,low_variant,5yearly,2040,57.827
262,medium_variant,5yearly,2040,59.801
262,momentum,5yearly,2040,70.506
262,no_change,5yearly,2040,76.987
262,zero_migration,5yearly,2040,58.849
262,constant_fertility,5yearly,2045,69.996
262,constant_mortality,5yearly,2045,77.088
262,high_variant,5yearly,2045,67.51
262,instant_replacement,5yearly,2045,65.431
262,low_variant,5yearly,2045,62.986
262,medium_variant,5yearly,2045,65.173
262,momentum,5yearly,2045,76.911
262,no_change,5yearly,2045,85.183
262,zero_migration,5yearly,2045,63.975
262,constant_fertility,5yearly,2050,76.446
262,constant_mortality,5yearly,2050,83.596
262,high_variant,5yearly,2050,73.466
262,instant_replacement,5yearly,2050,71.016
262,low_variant,5yearly,2050,68.267
262,medium_variant,5yearly,2050,70.736
262,momentum,5yearly,2050,83.336
262,no_change,5yearly,2050,93.809
262,zero_migration,5yearly,2050,69.228
262,constant_fertility,5yearly,2055,83.133
262,constant_mortality,5yearly,2055,89.904
262,high_variant,5yearly,2055,79.605
262,instant_replacement,5yearly,2055,76.833
262,low_variant,5yearly,2055,73.678
262,medium_variant,5yearly,2055,76.463
262,momentum,5yearly,2055,89.733
262,no_change,5yearly,2055,102.544
262,zero_migration,5yearly,2055,74.597
262,constant_fertility,5yearly,2060,89.644
262,constant_mortality,5yearly,2060,95.652
262,high_variant,5yearly,2060,85.53
262,instant_replacement,5yearly,2060,82.5
262,low_variant,5yearly,2060,78.893
262,medium_variant,5yearly,2060,81.991
262,momentum,5yearly,2060,95.732
262,no_change,5yearly,2060,110.932
262,zero_migration,5yearly,2060,79.718
262,constant_fertility,5yearly,2065,95.624
262,constant_mortality,5yearly,2065,100.322
262,high_variant,5yearly,2065,90.839
262,instant_replacement,5yearly,2065,87.45
262,low_variant,5yearly,2065,83.395
262,medium_variant,5yearly,2065,86.862
262,momentum,5yearly,2065,100.64
262,no_change,5yearly,2065,118.484
262,zero_migration,5yearly,2065,84.15
262,constant_fertility,5yearly,2070,100.647
262,constant_mortality,5yearly,2070,103.418
262,high_variant,5yearly,2070,95.093
262,instant_replacement,5yearly,2070,91.126
262,low_variant,5yearly,2070,86.599
262,medium_variant,5yearly,2070,90.547
262,momentum,5yearly,2070,103.925
262,no_change,5yearly,2070,124.893
262,zero_migration,5yearly,2070,87.377
262,constant_fertility,5yearly,2075,104.532
262,constant_mortality,5yearly,2075,104.764
262,high_variant,5yearly,2075,98.061
262,instant_replacement,5yearly,2075,93.199
262,low_variant,5yearly,2075,88.094
262,medium_variant,5yearly,2075,92.727
262,momentum,5yearly,2075,105.448
262,no_change,5yearly,2075,130.226
262,zero_migration,5yearly,2075,89.119
262,constant_fertility,5yearly,2080,107.429
262,constant_mortality,5yearly,2080,104.68
262,high_variant,5yearly,2080,99.758
262,instant_replacement,5yearly,2080,93.505
262,low_variant,5yearly,2080,87.6
262,medium_variant,5yearly,2080,93.255
262,momentum,5yearly,2080,105.594
262,no_change,5yearly,2080,135.1
262,zero_migration,5yearly,2080,89.283
262,constant_fertility,5yearly,2085,109.999
262,constant_mortality,5yearly,2085,103.708
262,high_variant,5yearly,2085,100.713
262,instant_replacement,5yearly,2085,92.548
262,low_variant,5yearly,2085,85.455
262,medium_variant,5yearly,2085,92.581
262,momentum,5yearly,2085,105.055
262,no_change,5yearly,2085,140.3
262,zero_migration,5yearly,2085,88.324
262,constant_fertility,5yearly,2090,113.666
262,constant_mortality,5yearly,2090,102.216
262,high_variant,5yearly,2090,102.242
262,instant_replacement,5yearly,2090,91.56
262,low_variant,5yearly,2090,82.73
262,medium_variant,5yearly,2090,91.891
262,momentum,5yearly,2090,104.352
262,no_change,5yearly,2090,146.345
262,zero_migration,5yearly,2090,87.387
262,constant_fertility,5yearly,2095,118.485
262,constant_mortality,5yearly,2095,100.335
262,high_variant,5yearly,2095,104.299
262,instant_replacement,5yearly,2095,90.649
262,low_variant,5yearly,2095,79.343
262,medium_variant,5yearly,2095,91.125
262,momentum,5yearly,2095,103.872
262,no_change,5yearly,2095,153.324
262,zero_migration,5yearly,2095,86.373
262,constant_fertility,5yearly,Regi,Djibouti
262,constant_mortality,5yearly,Regi,Djibouti
262,estimates,5yearly,Regi,Djibouti
262,high_variant,5yearly,Regi,Djibouti
262,instant_replacement,5yearly,Regi,Djibouti
262,low_variant,5yearly,Regi,Djibouti
262,medium_variant,5yearly,Regi,Djibouti
262,momentum,5yearly,Regi,Djibouti
