country,variant,freq,year,under40mortalityper1000livebirth
442,estimates,5yearly,1950,102.54227
442,estimates,5yearly,1955,86.99238
442,estimates,5yearly,1960,72.5463099999999
442,estimates,5yearly,1965,61.51874
442,estimates,5yearly,1970,59.72023
442,estimates,5yearly,1975,52.64986
442,estimates,5yearly,1980,46.5876300000001
442,estimates,5yearly,1985,39.0484600000001
442,estimates,5yearly,1990,37.6916099999999
442,estimates,5yearly,1995,29.8649400000001
442,estimates,5yearly,2000,26.5788800000001
442,estimates,5yearly,2005,20.39422
442,estimates,5yearly,2010,16.13015
442,medium_variant,5yearly,2015,14.0412200000001
442,medium_variant,5yearly,2020,12.2977400000001
442,medium_variant,5yearly,2025,10.80316
442,medium_variant,5yearly,2030,9.64496999999998
442,medium_variant,5yearly,2035,8.68186000000004
442,medium_variant,5yearly,2040,7.85615000000006
442,medium_variant,5yearly,2045,7.09504999999999
442,medium_variant,5yearly,2050,6.41415999999995
442,medium_variant,5yearly,2055,5.7739200000001
442,medium_variant,5yearly,2060,5.18396999999993
442,medium_variant,5yearly,2065,4.65572000000003
442,medium_variant,5yearly,2070,4.14797000000011
442,medium_variant,5yearly,2075,3.67517000000006
442,medium_variant,5yearly,2080,3.24223000000001
442,medium_variant,5yearly,2085,2.84054999999994
442,medium_variant,5yearly,2090,2.45629000000003
442,medium_variant,5yearly,2095,2.11748999999994
