country,variant,freq,year,under40mortalityper1000livebirth
392,estimates,5yearly,1950,153.80971
392,estimates,5yearly,1955,106.8985
392,estimates,5yearly,1960,75.63519
392,estimates,5yearly,1965,56.3336
392,estimates,5yearly,1970,45.7764999999999
392,estimates,5yearly,1975,34.85295
392,estimates,5yearly,1980,28.855
392,estimates,5yearly,1985,24.54459
392,estimates,5yearly,1990,22.34715
392,estimates,5yearly,1995,20.6746400000001
392,estimates,5yearly,2000,18.7373
392,estimates,5yearly,2005,17.24561
392,estimates,5yearly,2010,15.9727199999999
392,medium_variant,5yearly,2015,14.49722
392,medium_variant,5yearly,2020,13.2029300000001
392,medium_variant,5yearly,2025,12.08398
392,medium_variant,5yearly,2030,11.02698
392,medium_variant,5yearly,2035,10.10283
392,medium_variant,5yearly,2040,9.24375
392,medium_variant,5yearly,2045,8.45013999999999
392,medium_variant,5yearly,2050,7.71114000000006
392,medium_variant,5yearly,2055,7.05275999999999
392,medium_variant,5yearly,2060,6.45625000000005
392,medium_variant,5yearly,2065,5.88675000000005
392,medium_variant,5yearly,2070,5.36823000000008
392,medium_variant,5yearly,2075,4.87419999999994
392,medium_variant,5yearly,2080,4.42649000000006
392,medium_variant,5yearly,2085,4.00570999999994
392,medium_variant,5yearly,2090,3.62078999999993
392,medium_variant,5yearly,2095,3.24738999999996
392,estimates,5yearly,Regi,Japan
392,medium_variant,5yearly,Regi,Japan
