country,variant,freq,year,under40mortalityper1000livebirth
140,estimates,5yearly,1950,560.70402
140,estimates,5yearly,1955,531.74518
140,estimates,5yearly,1960,503.00208
140,estimates,5yearly,1965,467.51394
140,estimates,5yearly,1970,417.2405
140,estimates,5yearly,1975,368.5351
140,estimates,5yearly,1980,342.90689
140,estimates,5yearly,1985,345.32407
140,estimates,5yearly,1990,374.01065
140,estimates,5yearly,1995,416.51471
140,estimates,5yearly,2000,435.83481
140,estimates,5yearly,2005,396.10559
140,estimates,5yearly,2010,341.29707
140,medium_variant,5yearly,2015,288.31624
140,medium_variant,5yearly,2020,257.11454
140,medium_variant,5yearly,2025,228.64469
140,medium_variant,5yearly,2030,201.34334
140,medium_variant,5yearly,2035,176.54137
140,medium_variant,5yearly,2040,154.3564
140,medium_variant,5yearly,2045,134.57468
140,medium_variant,5yearly,2050,116.48221
140,medium_variant,5yearly,2055,101.04552
140,medium_variant,5yearly,2060,87.55924
140,medium_variant,5yearly,2065,77.53674
140,medium_variant,5yearly,2070,70.9558100000001
140,medium_variant,5yearly,2075,65.1611900000001
140,medium_variant,5yearly,2080,59.86678
140,medium_variant,5yearly,2085,54.9763499999999
140,medium_variant,5yearly,2090,50.51927
140,medium_variant,5yearly,2095,47.35498
