country,variant,freq,year,under40mortalityper1000livebirth
458,estimates,5yearly,1950,247.03865
458,estimates,5yearly,1955,206.18742
458,estimates,5yearly,1960,169.99438
458,estimates,5yearly,1965,140.17545
458,estimates,5yearly,1970,116.0019
458,estimates,5yearly,1975,96.45852
458,estimates,5yearly,1980,80.50535
458,estimates,5yearly,1985,67.8020699999999
458,estimates,5yearly,1990,57.4374400000001
458,estimates,5yearly,1995,48.92633
458,estimates,5yearly,2000,42.01307
458,estimates,5yearly,2005,39.6651099999999
458,estimates,5yearly,2010,35.6634
458,medium_variant,5yearly,2015,32.7529
458,medium_variant,5yearly,2020,30.48331
458,medium_variant,5yearly,2025,28.3782499999999
458,medium_variant,5yearly,2030,26.35436
458,medium_variant,5yearly,2035,24.49136
458,medium_variant,5yearly,2040,22.7580199999999
458,medium_variant,5yearly,2045,21.12313
458,medium_variant,5yearly,2050,19.53691
458,medium_variant,5yearly,2055,18.19455
458,medium_variant,5yearly,2060,16.8334100000001
458,medium_variant,5yearly,2065,15.6662200000001
458,medium_variant,5yearly,2070,14.65246
458,medium_variant,5yearly,2075,13.7348900000001
458,medium_variant,5yearly,2080,12.94558
458,medium_variant,5yearly,2085,12.26796
458,medium_variant,5yearly,2090,11.68235
458,medium_variant,5yearly,2095,11.12701
