country,variant,freq,year,under40mortalityper1000livebirth
148,estimates,5yearly,1950,523.81489
148,estimates,5yearly,1955,505.79499
148,estimates,5yearly,1960,487.48467
148,estimates,5yearly,1965,467.80543
148,estimates,5yearly,1970,435.69255
148,estimates,5yearly,1975,416.27382
148,estimates,5yearly,1980,398.175
148,estimates,5yearly,1985,383.24869
148,estimates,5yearly,1990,380.01692
148,estimates,5yearly,1995,378.11899
148,estimates,5yearly,2000,383.07531
148,estimates,5yearly,2005,365.57173
148,estimates,5yearly,2010,324.10699
148,medium_variant,5yearly,2015,303.3548
148,medium_variant,5yearly,2020,281.52332
148,medium_variant,5yearly,2025,258.74264
148,medium_variant,5yearly,2030,236.9551
148,medium_variant,5yearly,2035,216.66741
148,medium_variant,5yearly,2040,197.34985
148,medium_variant,5yearly,2045,179.53417
148,medium_variant,5yearly,2050,162.1739
148,medium_variant,5yearly,2055,146.65094
148,medium_variant,5yearly,2060,132.62183
148,medium_variant,5yearly,2065,120.12879
148,medium_variant,5yearly,2070,109.45335
148,medium_variant,5yearly,2075,99.94481
148,medium_variant,5yearly,2080,91.31126
148,medium_variant,5yearly,2085,83.7349000000001
148,medium_variant,5yearly,2090,76.9735700000001
148,medium_variant,5yearly,2095,71.2284399999999
148,estimates,5yearly,Regi,Chad
148,medium_variant,5yearly,Regi,Chad
