country,variant,freq,year,under40mortalityper1000livebirth
268,estimates,5yearly,1950,172.10524
268,estimates,5yearly,1955,151.17135
268,estimates,5yearly,1960,131.22476
268,estimates,5yearly,1965,113.66276
268,estimates,5yearly,1970,99.77459
268,estimates,5yearly,1975,89.6734600000001
268,estimates,5yearly,1980,87.74962
268,estimates,5yearly,1985,81.6806699999999
268,estimates,5yearly,1990,84.3478599999999
268,estimates,5yearly,1995,73.23263
268,estimates,5yearly,2000,60.7026300000001
268,estimates,5yearly,2005,52.9484299999999
268,estimates,5yearly,2010,45.3173299999999
268,medium_variant,5yearly,2015,40.29782
268,medium_variant,5yearly,2020,37.16133
268,medium_variant,5yearly,2025,34.26723
268,medium_variant,5yearly,2030,31.53485
268,medium_variant,5yearly,2035,29.03079
268,medium_variant,5yearly,2040,26.55945
268,medium_variant,5yearly,2045,24.2288199999999
268,medium_variant,5yearly,2050,21.9008900000001
268,medium_variant,5yearly,2055,19.77247
268,medium_variant,5yearly,2060,17.8056200000001
268,medium_variant,5yearly,2065,16.06208
268,medium_variant,5yearly,2070,14.53994
268,medium_variant,5yearly,2075,13.31278
268,medium_variant,5yearly,2080,12.21176
268,medium_variant,5yearly,2085,11.27062
268,medium_variant,5yearly,2090,10.40682
268,medium_variant,5yearly,2095,9.64077000000008
