continent,year,variant,freq,age5yearinterval,noofbirthbymother
908,1950,estimates,5yearly,"Region, subregion, country or area *",EUROPE
908,1950,estimates,5yearly,15_19,3326.583
908,1950,estimates,5yearly,20_24,17533.979
908,1950,estimates,5yearly,25_29,19822.457
908,1950,estimates,5yearly,30_34,10719.024
908,1950,estimates,5yearly,35_39,6222.23
908,1950,estimates,5yearly,40_44,2596.831
908,1950,estimates,5yearly,45_49,312.307
908,1955,estimates,5yearly,"Region, subregion, country or area *",EUROPE
908,1955,estimates,5yearly,15_19,3835.159
908,1955,estimates,5yearly,20_24,18373.037
908,1955,estimates,5yearly,25_29,19025.054
908,1955,estimates,5yearly,30_34,12536.269
908,1955,estimates,5yearly,35_39,5861.768
908,1955,estimates,5yearly,40_44,1856.873
908,1955,estimates,5yearly,45_49,236.735
908,1960,estimates,5yearly,"Region, subregion, country or area *",EUROPE
908,1960,estimates,5yearly,15_19,4248.631
908,1960,estimates,5yearly,20_24,18058.419
908,1960,estimates,5yearly,25_29,18150.321
908,1960,estimates,5yearly,30_34,11178.305
908,1960,estimates,5yearly,35_39,5848.795
908,1960,estimates,5yearly,40_44,1636.417
908,1960,estimates,5yearly,45_49,156.636
908,1965,estimates,5yearly,"Region, subregion, country or area *",EUROPE
908,1965,estimates,5yearly,15_19,4758.494
908,1965,estimates,5yearly,20_24,17431.585
908,1965,estimates,5yearly,25_29,15659.594
908,1965,estimates,5yearly,30_34,10043.328
908,1965,estimates,5yearly,35_39,4920.761
908,1965,estimates,5yearly,40_44,1476.775
908,1965,estimates,5yearly,45_49,118.557
908,1970,estimates,5yearly,"Region, subregion, country or area *",EUROPE
908,1970,estimates,5yearly,15_19,4947.648
908,1970,estimates,5yearly,20_24,19333.404
908,1970,estimates,5yearly,25_29,14542.229
908,1970,estimates,5yearly,30_34,8074.771
908,1970,estimates,5yearly,35_39,4014.097
908,1970,estimates,5yearly,40_44,1129.072
908,1970,estimates,5yearly,45_49,90.561
908,1975,estimates,5yearly,"Region, subregion, country or area *",EUROPE
908,1975,estimates,5yearly,15_19,4920.572
908,1975,estimates,5yearly,20_24,19453.934
908,1975,estimates,5yearly,25_29,15491.181
908,1975,estimates,5yearly,30_34,7102.101
908,1975,estimates,5yearly,35_39,2821.997
908,1975,estimates,5yearly,40_44,793.943
908,1975,estimates,5yearly,45_49,64.804
908,1980,estimates,5yearly,"Region, subregion, country or area *",EUROPE
908,1980,estimates,5yearly,15_19,4453.673
908,1980,estimates,5yearly,20_24,18638.226
908,1980,estimates,5yearly,25_29,15957.239
908,1980,estimates,5yearly,30_34,7963.39
908,1980,estimates,5yearly,35_39,2589.284
908,1980,estimates,5yearly,40_44,553.195
908,1980,estimates,5yearly,45_49,44.581
908,1985,estimates,5yearly,"Region, subregion, country or area *",EUROPE
908,1985,estimates,5yearly,15_19,4092.276
908,1985,estimates,5yearly,20_24,16090.871
908,1985,estimates,5yearly,25_29,16074.605
908,1985,estimates,5yearly,30_34,8861.311
908,1985,estimates,5yearly,35_39,3109.454
908,1985,estimates,5yearly,40_44,544.648
908,1985,estimates,5yearly,45_49,31.324
908,1990,estimates,5yearly,"Region, subregion, country or area *",EUROPE
908,1990,estimates,5yearly,15_19,3861.858
908,1990,estimates,5yearly,20_24,12553.613
908,1990,estimates,5yearly,25_29,13276.158
908,1990,estimates,5yearly,30_34,8452.072
908,1990,estimates,5yearly,35_39,3042.425
908,1990,estimates,5yearly,40_44,554.622
908,1990,estimates,5yearly,45_49,26.419
908,1995,estimates,5yearly,"Region, subregion, country or area *",EUROPE
908,1995,estimates,5yearly,15_19,2944.747
908,1995,estimates,5yearly,20_24,9727.165
908,1995,estimates,5yearly,25_29,11643.779
908,1995,estimates,5yearly,30_34,8910.069
908,1995,estimates,5yearly,35_39,3487.685
908,1995,estimates,5yearly,40_44,611.176
908,1995,estimates,5yearly,45_49,29.136
908,2000,estimates,5yearly,"Region, subregion, country or area *",EUROPE
908,2000,estimates,5yearly,15_19,2434.745
908,2000,estimates,5yearly,20_24,8679.843
908,2000,estimates,5yearly,25_29,11174.527
908,2000,estimates,5yearly,30_34,9561.726
908,2000,estimates,5yearly,35_39,4262.712
908,2000,estimates,5yearly,40_44,774.397
908,2000,estimates,5yearly,45_49,33.837
908,2005,estimates,5yearly,"Region, subregion, country or area *",EUROPE
908,2005,estimates,5yearly,15_19,2197.4
908,2005,estimates,5yearly,20_24,8274.28
908,2005,estimates,5yearly,25_29,11734.904
908,2005,estimates,5yearly,30_34,10864.149
908,2005,estimates,5yearly,35_39,5337.24
908,2005,estimates,5yearly,40_44,1039.012
908,2005,estimates,5yearly,45_49,52.024
908,2010,estimates,5yearly,"Region, subregion, country or area *",EUROPE
908,2010,estimates,5yearly,15_19,1577.857
908,2010,estimates,5yearly,20_24,7087.447
