country,variant,gender,freq,year,totaldeaths
780,estimates,female,5yearly,1950,19.671
780,estimates,male,5yearly,1950,20.432
780,estimates,female,5yearly,1955,18.258
780,estimates,male,5yearly,1955,20.586
780,estimates,female,5yearly,1960,16.568
780,estimates,male,5yearly,1960,19.773
780,estimates,female,5yearly,1965,15.62
780,estimates,male,5yearly,1965,18.975
780,estimates,female,5yearly,1970,16.262
780,estimates,male,5yearly,1970,20.549
780,estimates,female,5yearly,1975,17.267
780,estimates,male,5yearly,1975,21.967
780,estimates,female,5yearly,1980,18.859
780,estimates,male,5yearly,1980,24.312
780,estimates,female,5yearly,1985,20.216
780,estimates,male,5yearly,1985,25.193
780,estimates,female,5yearly,1990,21.08
780,estimates,male,5yearly,1990,25.855
780,estimates,female,5yearly,1995,21.463
780,estimates,male,5yearly,1995,28.023
780,estimates,female,5yearly,2000,23.224
780,estimates,male,5yearly,2000,30.267
780,estimates,female,5yearly,2005,25.554
780,estimates,male,5yearly,2005,32.694
780,estimates,female,5yearly,2010,27.303
780,estimates,male,5yearly,2010,34.731
780,constant_fertility,female,5yearly,2015,29.603
780,constant_fertility,male,5yearly,2015,37.632
780,constant_mortality,female,5yearly,2015,30.56
780,constant_mortality,male,5yearly,2015,38.42
780,high_variant,female,5yearly,2015,29.713
780,high_variant,male,5yearly,2015,37.774
780,instant_replacement,female,5yearly,2015,29.789
780,instant_replacement,male,5yearly,2015,37.875
780,low_variant,female,5yearly,2015,29.433
780,low_variant,male,5yearly,2015,37.409
780,medium_variant,female,5yearly,2015,29.573
780,medium_variant,male,5yearly,2015,37.592
780,momentum,female,5yearly,2015,30.849
780,momentum,male,5yearly,2015,38.713
780,no_change,female,5yearly,2015,30.594
780,no_change,male,5yearly,2015,38.463
780,zero_migration,female,5yearly,2015,29.614
780,zero_migration,male,5yearly,2015,37.57
780,constant_fertility,female,5yearly,2020,32.251
780,constant_fertility,male,5yearly,2020,40.82
780,constant_mortality,female,5yearly,2020,34.267
780,constant_mortality,male,5yearly,2020,42.174
780,high_variant,female,5yearly,2020,32.409
780,high_variant,male,5yearly,2020,41.033
780,instant_replacement,female,5yearly,2020,32.43
780,instant_replacement,male,5yearly,2020,41.065
780,low_variant,female,5yearly,2020,31.999
780,low_variant,male,5yearly,2020,40.481
780,medium_variant,female,5yearly,2020,32.203
780,medium_variant,male,5yearly,2020,40.756
780,momentum,female,5yearly,2020,34.347
780,momentum,male,5yearly,2020,42.217
780,no_change,female,5yearly,2020,34.324
780,no_change,male,5yearly,2020,42.251
780,zero_migration,female,5yearly,2020,31.995
780,zero_migration,male,5yearly,2020,40.403
780,constant_fertility,female,5yearly,2025,34.969
780,constant_fertility,male,5yearly,2025,43.457
780,constant_mortality,female,5yearly,2025,37.955
780,constant_mortality,male,5yearly,2025,45.43
780,high_variant,female,5yearly,2025,35.143
780,high_variant,male,5yearly,2025,43.697
780,instant_replacement,female,5yearly,2025,35.122
780,instant_replacement,male,5yearly,2025,43.672
780,low_variant,female,5yearly,2025,34.68
780,low_variant,male,5yearly,2025,43.061
780,medium_variant,female,5yearly,2025,34.911
780,medium_variant,male,5yearly,2025,43.379
780,momentum,female,5yearly,2025,38.072
780,momentum,male,5yearly,2025,45.619
780,no_change,female,5yearly,2025,38.033
780,no_change,male,5yearly,2025,45.535
780,zero_migration,female,5yearly,2025,34.719
780,zero_migration,male,5yearly,2025,43.128
780,constant_fertility,female,5yearly,2030,37.836
780,constant_fertility,male,5yearly,2030,45.681
780,constant_mortality,female,5yearly,2030,41.691
780,constant_mortality,male,5yearly,2030,48.308
780,high_variant,female,5yearly,2030,38.002
780,high_variant,male,5yearly,2030,45.916
780,instant_replacement,female,5yearly,2030,37.98
780,instant_replacement,male,5yearly,2030,45.889
780,low_variant,female,5yearly,2030,37.551
780,low_variant,male,5yearly,2030,45.282
780,medium_variant,female,5yearly,2030,37.776
780,medium_variant,male,5yearly,2030,45.598
780,momentum,female,5yearly,2030,41.883
780,momentum,male,5yearly,2030,48.674
780,no_change,female,5yearly,2030,41.781
780,no_change,male,5yearly,2030,48.431
780,zero_migration,female,5yearly,2030,37.625
780,zero_migration,male,5yearly,2030,45.468
780,constant_fertility,female,5yearly,2035,40.602
780,constant_fertility,male,5yearly,2035,47.262
780,constant_mortality,female,5yearly,2035,45.165
780,constant_mortality,male,5yearly,2035,50.54
780,high_variant,female,5yearly,2035,40.785
780,high_variant,male,5yearly,2035,47.526
780,instant_replacement,female,5yearly,2035,40.767
780,instant_replacement,male,5yearly,2035,47.511
780,low_variant,female,5yearly,2035,40.316
780,low_variant,male,5yearly,2035,46.848
780,medium_variant,female,5yearly,2035,40.547
780,medium_variant,male,5yearly,2035,47.184
