country,variant,freq,year,under60mortalityper1000livebirth
84,estimates,5yearly,1950,408.8318
84,estimates,5yearly,1955,365.72694
84,estimates,5yearly,1960,322.85664
84,estimates,5yearly,1965,277.57683
84,estimates,5yearly,1970,240.09723
84,estimates,5yearly,1975,214.84445
84,estimates,5yearly,1980,190.50779
84,estimates,5yearly,1985,175.64412
84,estimates,5yearly,1990,201.55163
84,estimates,5yearly,1995,219.88202
84,estimates,5yearly,2000,223.85003
84,estimates,5yearly,2005,205.70858
84,estimates,5yearly,2010,202.52316
84,medium_variant,5yearly,2015,187.14583
84,medium_variant,5yearly,2020,172.93296
84,medium_variant,5yearly,2025,161.55498
84,medium_variant,5yearly,2030,151.48255
84,medium_variant,5yearly,2035,142.24493
84,medium_variant,5yearly,2040,133.26204
84,medium_variant,5yearly,2045,124.78013
84,medium_variant,5yearly,2050,116.45527
84,medium_variant,5yearly,2055,108.39946
84,medium_variant,5yearly,2060,100.72639
84,medium_variant,5yearly,2065,92.86338
84,medium_variant,5yearly,2070,85.4722999999999
84,medium_variant,5yearly,2075,78.39308
84,medium_variant,5yearly,2080,71.7725
84,medium_variant,5yearly,2085,65.45508
84,medium_variant,5yearly,2090,59.60053
84,medium_variant,5yearly,2095,54.3106200000001
