country,variant,freq,year,under60mortalityper1000livebirth
662,estimates,5yearly,1950,449.39944
662,estimates,5yearly,1955,413.01681
662,estimates,5yearly,1960,365.98978
662,estimates,5yearly,1965,341.11178
662,estimates,5yearly,1970,296.52535
662,estimates,5yearly,1975,253.3029
662,estimates,5yearly,1980,216.89011
662,estimates,5yearly,1985,208.23724
662,estimates,5yearly,1990,197.74339
662,estimates,5yearly,1995,208.20152
662,estimates,5yearly,2000,192.28035
662,estimates,5yearly,2005,168.25784
662,estimates,5yearly,2010,157.79664
662,medium_variant,5yearly,2015,147.01553
662,medium_variant,5yearly,2020,135.73069
662,medium_variant,5yearly,2025,125.16047
662,medium_variant,5yearly,2030,115.21062
662,medium_variant,5yearly,2035,105.84556
662,medium_variant,5yearly,2040,96.9683100000001
662,medium_variant,5yearly,2045,88.69825
662,medium_variant,5yearly,2050,80.76825
662,medium_variant,5yearly,2055,73.43022
662,medium_variant,5yearly,2060,67.0496700000001
662,medium_variant,5yearly,2065,61.21628
662,medium_variant,5yearly,2070,55.9793200000001
662,medium_variant,5yearly,2075,51.41228
662,medium_variant,5yearly,2080,47.18023
662,medium_variant,5yearly,2085,43.28455
662,medium_variant,5yearly,2090,39.67402
662,medium_variant,5yearly,2095,36.2282399999999
662,estimates,5yearly,Regi,Saint Lucia
662,medium_variant,5yearly,Regi,Saint Lucia
