country,variant,freq,year,under60mortalityper1000livebirth
800,estimates,5yearly,1950,635.1699
800,estimates,5yearly,1955,598.78184
800,estimates,5yearly,1960,559.34742
800,estimates,5yearly,1965,521.0026
800,estimates,5yearly,1970,506.09385
800,estimates,5yearly,1975,503.58493
800,estimates,5yearly,1980,511.17574
800,estimates,5yearly,1985,569.04627
800,estimates,5yearly,1990,646.4525
800,estimates,5yearly,1995,663.56656
800,estimates,5yearly,2000,582.3068
800,estimates,5yearly,2005,475.82153
800,estimates,5yearly,2010,402.98314
800,medium_variant,5yearly,2015,373.90826
800,medium_variant,5yearly,2020,349.57562
800,medium_variant,5yearly,2025,319.38058
800,medium_variant,5yearly,2030,288.45735
800,medium_variant,5yearly,2035,260.20061
800,medium_variant,5yearly,2040,234.07675
800,medium_variant,5yearly,2045,209.50684
800,medium_variant,5yearly,2050,189.72432
800,medium_variant,5yearly,2055,175.42467
800,medium_variant,5yearly,2060,163.34828
800,medium_variant,5yearly,2065,152.22222
800,medium_variant,5yearly,2070,141.93239
800,medium_variant,5yearly,2075,132.60029
800,medium_variant,5yearly,2080,124.99624
800,medium_variant,5yearly,2085,118.04502
800,medium_variant,5yearly,2090,111.46117
800,medium_variant,5yearly,2095,105.64156
