country,variant,freq,year,under60mortalityper1000livebirth
562,estimates,5yearly,1950,703.74759
562,estimates,5yearly,1955,698.21124
562,estimates,5yearly,1960,689.61401
562,estimates,5yearly,1965,682.87491
562,estimates,5yearly,1970,670.28134
562,estimates,5yearly,1975,644.64151
562,estimates,5yearly,1980,601.70653
562,estimates,5yearly,1985,560.97879
562,estimates,5yearly,1990,522.17919
562,estimates,5yearly,1995,484.04973
562,estimates,5yearly,2000,448.53069
562,estimates,5yearly,2005,405.39108
562,estimates,5yearly,2010,363.84286
562,medium_variant,5yearly,2015,332.55246
562,medium_variant,5yearly,2020,303.54817
562,medium_variant,5yearly,2025,277.26573
562,medium_variant,5yearly,2030,254.37529
562,medium_variant,5yearly,2035,234.87255
562,medium_variant,5yearly,2040,217.78371
562,medium_variant,5yearly,2045,203.55419
562,medium_variant,5yearly,2050,190.83345
562,medium_variant,5yearly,2055,179.84936
562,medium_variant,5yearly,2060,169.78557
562,medium_variant,5yearly,2065,160.36547
562,medium_variant,5yearly,2070,152.90213
562,medium_variant,5yearly,2075,145.75241
562,medium_variant,5yearly,2080,138.76953
562,medium_variant,5yearly,2085,132.06233
562,medium_variant,5yearly,2090,125.64367
562,medium_variant,5yearly,2095,119.3363
