country,variant,freq,year,under60mortalityper1000livebirth
320,estimates,5yearly,1950,599.88315
320,estimates,5yearly,1955,560.23178
320,estimates,5yearly,1960,522.61734
320,estimates,5yearly,1965,478.02077
320,estimates,5yearly,1970,432.65905
320,estimates,5yearly,1975,404.68425
320,estimates,5yearly,1980,377.4894
320,estimates,5yearly,1985,343.11521
320,estimates,5yearly,1990,307.91034
320,estimates,5yearly,1995,269.60563
320,estimates,5yearly,2000,241.49938
320,estimates,5yearly,2005,222.96684
320,estimates,5yearly,2010,199.73698
320,medium_variant,5yearly,2015,184.7077
320,medium_variant,5yearly,2020,169.59134
320,medium_variant,5yearly,2025,155.62197
320,medium_variant,5yearly,2030,142.94286
320,medium_variant,5yearly,2035,130.46796
320,medium_variant,5yearly,2040,118.64957
320,medium_variant,5yearly,2045,107.31019
320,medium_variant,5yearly,2050,96.7767500000001
320,medium_variant,5yearly,2055,86.83269
320,medium_variant,5yearly,2060,77.8945299999999
320,medium_variant,5yearly,2065,70.1257000000001
320,medium_variant,5yearly,2070,63.41986
320,medium_variant,5yearly,2075,57.4498699999999
320,medium_variant,5yearly,2080,52.1378299999999
320,medium_variant,5yearly,2085,47.3627000000001
320,medium_variant,5yearly,2090,43.04982
320,medium_variant,5yearly,2095,39.12634
