country,variant,freq,year,under60mortalityper1000livebirth
768,estimates,5yearly,1950,693.72677
768,estimates,5yearly,1955,645.83577
768,estimates,5yearly,1960,598.79223
768,estimates,5yearly,1965,552.67683
768,estimates,5yearly,1970,507.31942
768,estimates,5yearly,1975,464.54988
768,estimates,5yearly,1980,424.38302
768,estimates,5yearly,1985,396.73247
768,estimates,5yearly,1990,394.23664
768,estimates,5yearly,1995,437.83935
768,estimates,5yearly,2000,438.87651
768,estimates,5yearly,2005,415.39653
768,estimates,5yearly,2010,360.4165
768,medium_variant,5yearly,2015,336.61383
768,medium_variant,5yearly,2020,316.8833
768,medium_variant,5yearly,2025,300.06632
768,medium_variant,5yearly,2030,285.2477
768,medium_variant,5yearly,2035,272.0671
768,medium_variant,5yearly,2040,260.05003
768,medium_variant,5yearly,2045,249.4639
768,medium_variant,5yearly,2050,238.95493
768,medium_variant,5yearly,2055,229.72023
768,medium_variant,5yearly,2060,221.04089
768,medium_variant,5yearly,2065,212.8862
768,medium_variant,5yearly,2070,204.74966
768,medium_variant,5yearly,2075,197.17431
768,medium_variant,5yearly,2080,190.07944
768,medium_variant,5yearly,2085,183.10004
768,medium_variant,5yearly,2090,176.49159
768,medium_variant,5yearly,2095,170.08228
