country,variant,freq,year,under60mortalityper1000livebirth
624,estimates,5yearly,1950,687.08721
624,estimates,5yearly,1955,667.58767
624,estimates,5yearly,1960,645.99426
624,estimates,5yearly,1965,616.44157
624,estimates,5yearly,1970,587.77309
624,estimates,5yearly,1975,557.51802
624,estimates,5yearly,1980,525.03516
624,estimates,5yearly,1985,500.42372
624,estimates,5yearly,1990,472.68376
624,estimates,5yearly,1995,448.8355
624,estimates,5yearly,2000,439.047
624,estimates,5yearly,2005,419.80925
624,estimates,5yearly,2010,394.07298
624,medium_variant,5yearly,2015,363.58329
624,medium_variant,5yearly,2020,334.18619
624,medium_variant,5yearly,2025,306.5502
624,medium_variant,5yearly,2030,281.41354
624,medium_variant,5yearly,2035,258.55199
624,medium_variant,5yearly,2040,238.18323
624,medium_variant,5yearly,2045,220.76966
624,medium_variant,5yearly,2050,205.7278
624,medium_variant,5yearly,2055,192.28754
624,medium_variant,5yearly,2060,180.30119
624,medium_variant,5yearly,2065,169.22863
624,medium_variant,5yearly,2070,158.72659
624,medium_variant,5yearly,2075,150.47234
624,medium_variant,5yearly,2080,142.61941
624,medium_variant,5yearly,2085,135.30839
624,medium_variant,5yearly,2090,128.13057
624,medium_variant,5yearly,2095,121.07837
