country,variant,freq,year,under60mortalityper1000livebirth
704,estimates,5yearly,1950,435.57878
704,estimates,5yearly,1955,378.17844
704,estimates,5yearly,1960,329.40632
704,estimates,5yearly,1965,308.83517
704,estimates,5yearly,1970,389.4641
704,estimates,5yearly,1975,260.09615
704,estimates,5yearly,1980,234.50356
704,estimates,5yearly,1985,213.27737
704,estimates,5yearly,1990,196.93691
704,estimates,5yearly,1995,181.9599
704,estimates,5yearly,2000,170.86947
704,estimates,5yearly,2005,163.46616
704,estimates,5yearly,2010,154.45835
704,medium_variant,5yearly,2015,144.29826
704,medium_variant,5yearly,2020,133.74571
704,medium_variant,5yearly,2025,123.49842
704,medium_variant,5yearly,2030,113.38615
704,medium_variant,5yearly,2035,103.89666
704,medium_variant,5yearly,2040,95.17308
704,medium_variant,5yearly,2045,87.40846
704,medium_variant,5yearly,2050,80.86947
704,medium_variant,5yearly,2055,75.3428699999999
704,medium_variant,5yearly,2060,70.3649099999999
704,medium_variant,5yearly,2065,65.6941499999999
704,medium_variant,5yearly,2070,61.2132799999999
704,medium_variant,5yearly,2075,56.93408
704,medium_variant,5yearly,2080,52.9473500000001
704,medium_variant,5yearly,2085,49.1730899999999
704,medium_variant,5yearly,2090,45.64133
704,medium_variant,5yearly,2095,42.2895
