country,variant,freq,year,under60mortalityper1000livebirth
586,estimates,5yearly,1950,655.3372
586,estimates,5yearly,1955,583.80637
586,estimates,5yearly,1960,520.02239
586,estimates,5yearly,1965,465.88584
586,estimates,5yearly,1970,421.47029
586,estimates,5yearly,1975,389.86398
586,estimates,5yearly,1980,363.38143
586,estimates,5yearly,1985,340.02337
586,estimates,5yearly,1990,318.65399
586,estimates,5yearly,1995,299.48428
586,estimates,5yearly,2000,281.5254
586,estimates,5yearly,2005,266.14736
586,estimates,5yearly,2010,243.53
586,medium_variant,5yearly,2015,232.2908
586,medium_variant,5yearly,2020,221.82477
586,medium_variant,5yearly,2025,211.95852
586,medium_variant,5yearly,2030,202.35449
586,medium_variant,5yearly,2035,193.17449
586,medium_variant,5yearly,2040,184.5059
586,medium_variant,5yearly,2045,175.57342
586,medium_variant,5yearly,2050,167.00783
586,medium_variant,5yearly,2055,158.87114
586,medium_variant,5yearly,2060,150.97144
586,medium_variant,5yearly,2065,143.3974
586,medium_variant,5yearly,2070,135.53784
586,medium_variant,5yearly,2075,127.65645
586,medium_variant,5yearly,2080,119.80059
586,medium_variant,5yearly,2085,111.71171
586,medium_variant,5yearly,2090,104.02563
586,medium_variant,5yearly,2095,95.88114
